policy_id,scenario,sample_count,dense_prefill_nll,dense_decode_nll,prefill_nll,decode_nll,delta_prefill_nll,delta_decode_nll,target_delta_nll,prefill_tokens,decode_tokens
point_11,prefill_decode,100,2.0165355252637243,1.9183566811644002,2.042537554958476,1.9444703598964361,0.026002029694751627,0.02611367873203596,2.1150963282576285,204700,8100
