m,n,k,latency_ms,latency_mean_ms,latency_std_ms,latency_min_ms,latency_max_ms,samples,tflops,latency_q25_ms,latency_q75_ms,latency_iqr_ms,dense_flops,effective_work,bytes_activation,bytes_weight,bytes_scale,bytes_output,bytes_total,arithmetic_intensity
8,4096,4096,0.023486,0.023486,0.0,0.023486,0.023486,1,11.4294,0.023486,0.023486,0.0,268435456.0,268435456.0,65536.0,8388608.0,1048576.0,65536.0,9568256.0,28.054794520547944
8,4096,14336,0.028999,0.028999,0.0,0.028999,0.028999,1,32.398276,0.028999,0.028999,0.0,939524096.0,939524096.0,229376.0,29360128.0,3670016.0,65536.0,33325056.0,28.192723697148477
8,6144,4096,0.025393,0.025393,0.0,0.025393,0.025393,1,15.856982,0.025393,0.025393,0.0,402653184.0,402653184.0,65536.0,12582912.0,1572864.0,98304.0,14319616.0,28.11899313501144
8,28672,4096,0.034576,0.034576,0.0,0.034576,0.034576,1,54.345447,0.034576,0.034576,0.0,1879048192.0,1879048192.0,65536.0,58720256.0,7340032.0,458752.0,66584576.0,28.22047244094488
16384,4096,4096,1.539514,1.539514,0.0,1.539514,1.539514,1,357.09708,1.539514,1.539514,0.0,549755813888.0,549755813888.0,134217728.0,8388608.0,1048576.0,134217728.0,277872640.0,1978.445283018868
16384,4096,14336,5.114185,5.114185,0.0,5.114185,5.114185,1,376.236962,5.114185,5.114185,0.0,1924145348608.0,1924145348608.0,469762048.0,29360128.0,3670016.0,134217728.0,637009920.0,3020.589300411523
16384,6144,4096,2.490668,2.490668,0.0,2.490668,2.490668,1,331.089378,2.490668,2.490668,0.0,824633720832.0,824633720832.0,134217728.0,12582912.0,1572864.0,201326592.0,349700096.0,2358.116941529235
16384,28672,4096,10.618299,10.618299,0.0,10.618299,10.618299,1,362.42063,10.618299,10.618299,0.0,3848290697216.0,3848290697216.0,134217728.0,58720256.0,7340032.0,939524096.0,1139802112.0,3376.2796688132476
