kind,item_id,label,num_samples,nll_samples,conditional_nll,conditional_ppl,nll_tokens,rouge1,rouge2,rougeL,results_jsonl
uniform,sparse_nvfp4,sparse_nvfp4,1500,1500,2.528721604088265,12.537468039448386,46958,0.10764299181184869,0.017886106387326167,0.09743209916027967,fake/artifacts/debug/012_llama2_dialogsum_pareto/quality/final/uniform/sparse_nvfp4/results.jsonl
