kind,item_id,label,num_samples,nll_samples,conditional_nll,conditional_ppl,nll_tokens,rouge1,rouge2,rougeL,results_jsonl
uniform,sparse_bf16,sparse_bf16,1500,1500,1.6584258065597224,5.251038184906743,46958,0.1998301597323576,0.05052962593535095,0.1526632832784141,fake/artifacts/debug/012_llama2_dialogsum_pareto/quality/final/uniform/sparse_bf16/results.jsonl
