kind,item_id,label,num_samples,nll_samples,conditional_nll,conditional_ppl,nll_tokens,rouge1,rouge2,rougeL,results_jsonl
uniform,dense_bf16,dense_bf16,1500,1500,1.4889051200098955,4.432240090446553,46958,0.2166799199972852,0.056873702232602207,0.1613715920112054,fake/artifacts/debug/012_llama2_dialogsum_pareto/quality/final/uniform/dense_bf16/results.jsonl
uniform,dense_nvfp4,dense_nvfp4,1500,1500,1.4824177007236858,4.403579358215543,46958,0.21717757671843127,0.057764601639556316,0.1612061026445633,fake/artifacts/debug/012_llama2_dialogsum_pareto/quality/final/uniform/dense_nvfp4/results.jsonl
