name,n,k,count,selected_prefill_backend,selected_decode_backend,selected_total_ms,selected_prefill_ms,selected_decode_ms,selected_conversion_ms,reason
language_model.layers.0.linear_attn.out_proj,2048,2048,1,dense_bf16,dense_bf16,1.432646,0.674694,0.023686,0.0,
language_model.layers.0.linear_attn.in_proj_qkv,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.0.linear_attn.in_proj_z,2048,2048,1,dense_bf16,dense_bf16,1.432646,0.674694,0.023686,0.0,
language_model.layers.0.linear_attn.in_proj_b,16,2048,1,dense_bf16,dense_bf16,0.793872,0.03696,0.0236535,0.0,
language_model.layers.0.linear_attn.in_proj_a,16,2048,1,dense_bf16,dense_bf16,0.793872,0.03696,0.0236535,0.0,
language_model.layers.0.mlp.gate_proj,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.0.mlp.up_proj,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.0.mlp.down_proj,2048,6144,1,dense_bf16,dense_bf16,3.2310907418881794,1.9831712700434434,0.038997483495148,0.0,
language_model.layers.1.linear_attn.out_proj,2048,2048,1,dense_bf16,dense_bf16,1.432646,0.674694,0.023686,0.0,
language_model.layers.1.linear_attn.in_proj_qkv,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.1.linear_attn.in_proj_z,2048,2048,1,dense_bf16,dense_bf16,1.432646,0.674694,0.023686,0.0,
language_model.layers.1.linear_attn.in_proj_b,16,2048,1,dense_bf16,dense_bf16,0.793872,0.03696,0.0236535,0.0,
language_model.layers.1.linear_attn.in_proj_a,16,2048,1,dense_bf16,dense_bf16,0.793872,0.03696,0.0236535,0.0,
language_model.layers.1.mlp.gate_proj,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.1.mlp.up_proj,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.1.mlp.down_proj,2048,6144,1,dense_bf16,dense_bf16,3.2310907418881794,1.9831712700434434,0.038997483495148,0.0,
language_model.layers.2.linear_attn.out_proj,2048,2048,1,dense_bf16,dense_bf16,1.432646,0.674694,0.023686,0.0,
language_model.layers.2.linear_attn.in_proj_qkv,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.2.linear_attn.in_proj_z,2048,2048,1,dense_bf16,dense_bf16,1.432646,0.674694,0.023686,0.0,
language_model.layers.2.linear_attn.in_proj_b,16,2048,1,dense_bf16,dense_bf16,0.793872,0.03696,0.0236535,0.0,
language_model.layers.2.linear_attn.in_proj_a,16,2048,1,dense_bf16,dense_bf16,0.793872,0.03696,0.0236535,0.0,
language_model.layers.2.mlp.gate_proj,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.2.mlp.up_proj,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.2.mlp.down_proj,2048,6144,1,dense_bf16,dense_bf16,3.2310907418881794,1.9831712700434434,0.038997483495148,0.0,
language_model.layers.3.self_attn.q_proj,4096,2048,1,dense_bf16,dense_bf16,2.0816594999999998,1.2406355,0.026282,0.0,
language_model.layers.3.self_attn.k_proj,512,2048,1,dense_bf16,dense_bf16,0.9705680000000001,0.2042,0.023949,0.0,
language_model.layers.3.self_attn.v_proj,512,2048,1,dense_bf16,dense_bf16,0.9705680000000001,0.2042,0.023949,0.0,
language_model.layers.3.self_attn.o_proj,2048,2048,1,dense_bf16,dense_bf16,1.432646,0.674694,0.023686,0.0,
language_model.layers.3.mlp.gate_proj,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.3.mlp.up_proj,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.3.mlp.down_proj,2048,6144,1,dense_bf16,dense_bf16,3.2310907418881794,1.9831712700434434,0.038997483495148,0.0,
language_model.layers.4.linear_attn.out_proj,2048,2048,1,dense_bf16,dense_bf16,1.432646,0.674694,0.023686,0.0,
language_model.layers.4.linear_attn.in_proj_qkv,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.4.linear_attn.in_proj_z,2048,2048,1,dense_bf16,dense_bf16,1.432646,0.674694,0.023686,0.0,
language_model.layers.4.linear_attn.in_proj_b,16,2048,1,dense_bf16,dense_bf16,0.793872,0.03696,0.0236535,0.0,
language_model.layers.4.linear_attn.in_proj_a,16,2048,1,dense_bf16,dense_bf16,0.793872,0.03696,0.0236535,0.0,
language_model.layers.4.mlp.gate_proj,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.4.mlp.up_proj,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.4.mlp.down_proj,2048,6144,1,dense_bf16,dense_bf16,3.2310907418881794,1.9831712700434434,0.038997483495148,0.0,
language_model.layers.5.linear_attn.out_proj,2048,2048,1,dense_bf16,dense_bf16,1.432646,0.674694,0.023686,0.0,
language_model.layers.5.linear_attn.in_proj_qkv,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.5.linear_attn.in_proj_z,2048,2048,1,dense_bf16,dense_bf16,1.432646,0.674694,0.023686,0.0,
language_model.layers.5.linear_attn.in_proj_b,16,2048,1,dense_bf16,dense_bf16,0.793872,0.03696,0.0236535,0.0,
language_model.layers.5.linear_attn.in_proj_a,16,2048,1,dense_bf16,dense_bf16,0.793872,0.03696,0.0236535,0.0,
language_model.layers.5.mlp.gate_proj,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.5.mlp.up_proj,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.5.mlp.down_proj,2048,6144,1,dense_bf16,dense_bf16,3.2310907418881794,1.9831712700434434,0.038997483495148,0.0,
language_model.layers.6.linear_attn.out_proj,2048,2048,1,dense_bf16,dense_bf16,1.432646,0.674694,0.023686,0.0,
language_model.layers.6.linear_attn.in_proj_qkv,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.6.linear_attn.in_proj_z,2048,2048,1,dense_bf16,dense_bf16,1.432646,0.674694,0.023686,0.0,
language_model.layers.6.linear_attn.in_proj_b,16,2048,1,dense_bf16,dense_bf16,0.793872,0.03696,0.0236535,0.0,
language_model.layers.6.linear_attn.in_proj_a,16,2048,1,dense_bf16,dense_bf16,0.793872,0.03696,0.0236535,0.0,
language_model.layers.6.mlp.gate_proj,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.6.mlp.up_proj,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.6.mlp.down_proj,2048,6144,1,dense_bf16,dense_bf16,3.2310907418881794,1.9831712700434434,0.038997483495148,0.0,
language_model.layers.7.self_attn.q_proj,4096,2048,1,dense_bf16,dense_bf16,2.0816594999999998,1.2406355,0.026282,0.0,
language_model.layers.7.self_attn.k_proj,512,2048,1,dense_bf16,dense_bf16,0.9705680000000001,0.2042,0.023949,0.0,
language_model.layers.7.self_attn.v_proj,512,2048,1,dense_bf16,dense_bf16,0.9705680000000001,0.2042,0.023949,0.0,
language_model.layers.7.self_attn.o_proj,2048,2048,1,dense_bf16,dense_bf16,1.432646,0.674694,0.023686,0.0,
language_model.layers.7.mlp.gate_proj,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.7.mlp.up_proj,6144,2048,1,dense_nvfp4,marlin_nvfp4,2.9652213102979323,1.2781933676255528,0.037259793389113484,0.49471455422074795,
language_model.layers.7.mlp.down_proj,2048,6144,1,dense_bf16,dense_bf16,3.2310907418881794,1.9831712700434434,0.038997483495148,0.0,
language_model.layers.8.linear_attn.out_proj,2048,2048,1,dense_bf16,dense_bf16,1.432646,0.674694,0.023686,0.0,
