method,layer,rows,loss_delta_mean,loss_delta_min,loss_delta_max
sparse_bf16,15,1,0.005402708706790493,0.005402708706790493,0.005402708706790493
sparse_bf16,16,1,0.005600206072783109,0.005600206072783109,0.005600206072783109
sparse_bf16,17,1,0.0060227225204736445,0.0060227225204736445,0.0060227225204736445
sparse_bf16,18,1,0.004249554091003693,0.004249554091003693,0.004249554091003693
sparse_bf16,19,1,0.007128400578657379,0.007128400578657379,0.007128400578657379
sparse_bf16,2,1,0.008756393089219827,0.008756393089219827,0.008756393089219827
sparse_bf16,20,1,0.007425992222914735,0.007425992222914735,0.007425992222914735
sparse_bf16,21,1,0.007242910082792875,0.007242910082792875,0.007242910082792875
sparse_bf16,22,1,0.008530506649129244,0.008530506649129244,0.008530506649129244
sparse_bf16,23,1,0.007104352029102534,0.007104352029102534,0.007104352029102534
sparse_bf16,24,1,0.004990882836209298,0.004990882836209298,0.004990882836209298
sparse_bf16,25,1,0.00804678521277613,0.00804678521277613,0.00804678521277613
sparse_bf16,26,1,0.006849928144839312,0.006849928144839312,0.006849928144839312
sparse_bf16,27,1,0.009272565580394243,0.009272565580394243,0.009272565580394243
sparse_bf16,28,1,0.0075988802191329086,0.0075988802191329086,0.0075988802191329086
sparse_bf16,29,1,0.009253698785711029,0.009253698785711029,0.009253698785711029
sparse_bf16,3,1,0.004460077229777815,0.004460077229777815,0.004460077229777815
sparse_bf16,30,1,0.026695183345249784,0.026695183345249784,0.026695183345249784
sparse_bf16,31,1,0.012727208333472628,0.012727208333472628,0.012727208333472628
sparse_bf16,4,1,0.003174917571932001,0.003174917571932001,0.003174917571932001
sparse_bf16,5,1,0.0031448059119356664,0.0031448059119356664,0.0031448059119356664
sparse_bf16,6,1,0.007970394686943383,0.007970394686943383,0.007970394686943383
sparse_bf16,7,1,0.0039020214528719954,0.0039020214528719954,0.0039020214528719954
sparse_bf16,8,1,0.004170728989543182,0.004170728989543182,0.004170728989543182
sparse_bf16,9,1,0.005160935004396627,0.005160935004396627,0.005160935004396627
sparse_nvfp4,0,1,0.00034941619156381165,0.00034941619156381165,0.00034941619156381165
sparse_nvfp4,1,1,0.030563568648993344,0.030563568648993344,0.030563568648993344
sparse_nvfp4,10,1,0.014604119172068275,0.014604119172068275,0.014604119172068275
sparse_nvfp4,11,1,0.0069845982493719205,0.0069845982493719205,0.0069845982493719205
sparse_nvfp4,12,1,0.0077652357329127675,0.0077652357329127675,0.0077652357329127675
sparse_nvfp4,13,1,0.012318375992448338,0.012318375992448338,0.012318375992448338
sparse_nvfp4,14,1,0.008760166728099872,0.008760166728099872,0.008760166728099872
sparse_nvfp4,15,1,0.010769679355061346,0.010769679355061346,0.010769679355061346
sparse_nvfp4,16,1,0.013823769097225602,0.013823769097225602,0.013823769097225602
sparse_nvfp4,17,1,0.01656501820409373,0.01656501820409373,0.01656501820409373
sparse_nvfp4,18,1,0.010359437031755236,0.010359437031755236,0.010359437031755236
sparse_nvfp4,19,1,0.016273515331768573,0.016273515331768573,0.016273515331768573
sparse_nvfp4,2,1,0.01954587984924916,0.01954587984924916,0.01954587984924916
sparse_nvfp4,20,1,0.0157939767184323,0.0157939767184323,0.0157939767184323
sparse_nvfp4,21,1,0.014275513983052823,0.014275513983052823,0.014275513983052823
sparse_nvfp4,22,1,0.017179352896554034,0.017179352896554034,0.017179352896554034
sparse_nvfp4,23,1,0.014336009314848797,0.014336009314848797,0.014336009314848797
sparse_nvfp4,24,1,0.010393345192687198,0.010393345192687198,0.010393345192687198
sparse_nvfp4,25,1,0.015997164403389164,0.015997164403389164,0.015997164403389164
sparse_nvfp4,26,1,0.013990000502704047,0.013990000502704047,0.013990000502704047
sparse_nvfp4,27,1,0.017991244676295093,0.017991244676295093,0.017991244676295093
sparse_nvfp4,28,1,0.01621456388857978,0.01621456388857978,0.01621456388857978
sparse_nvfp4,29,1,0.030462026596069336,0.030462026596069336,0.030462026596069336
sparse_nvfp4,3,1,0.014895964508653936,0.014895964508653936,0.014895964508653936
sparse_nvfp4,30,1,0.0424329497342939,0.0424329497342939,0.0424329497342939
sparse_nvfp4,31,1,0.03454780112040723,0.03454780112040723,0.03454780112040723
sparse_nvfp4,4,1,0.010074361663042097,0.010074361663042097,0.010074361663042097
sparse_nvfp4,5,1,0.009541871729662255,0.009541871729662255,0.009541871729662255
sparse_nvfp4,6,1,0.014064375435069554,0.014064375435069554,0.014064375435069554
sparse_nvfp4,7,1,0.009008889562229783,0.009008889562229783,0.009008889562229783
sparse_nvfp4,8,1,0.011413274679165308,0.011413274679165308,0.011413274679165308
sparse_nvfp4,9,1,0.009867087735588642,0.009867087735588642,0.009867087735588642
