batch,checkpoint,e2e_mean_ms,e2e_median_ms,input_seq,method,output_seq,scenario,status,total_tokens_per_s,tpot_ms,ttft_median_ms
8,/root/wja/project/my/cospaq/fake/artifacts/debug/056_llama2_prefill_decode_b8_o64_canonical_pareto/llama2_7b_chat/speed/runs/p00/checkpoint,2295.761923491955,2291.8431889265776,2048,ours_max_speed,64,prefill_decode,OK,7359.648153019474,18.967313928500054,1096.9024114310741
