batch,checkpoint,e2e_mean_ms,e2e_median_ms,input_seq,method,output_seq,scenario,status,total_tokens_per_s,tpot_ms,ttft_median_ms
8,/root/wja/project/my/cospaq/fake/artifacts/debug/057_llama31_8b_instruct_b8_o64_canonical_pareto/llama31_8b_instruct/speed/runs/p00/checkpoint,2184.166820719838,2193.378845229745,2048,ours_max_speed,64,prefill_decode,OK,7735.672861485721,16.550437000299258,1150.7013142108917
