module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.10.mlp.up_proj,10,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.001350511817735484
model.layers.11.mlp.up_proj,11,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0016466341219225813
model.layers.12.mlp.up_proj,12,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.001268481032454667
model.layers.13.mlp.up_proj,13,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0013283357352772494
model.layers.14.mlp.up_proj,14,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0015358955141172388
model.layers.15.mlp.up_proj,15,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0015344499441099656
model.layers.21.mlp.up_proj,21,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0017086334679350533
model.layers.22.mlp.up_proj,22,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0016672417941566199
model.layers.23.mlp.up_proj,23,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0014576919403676094
model.layers.24.mlp.up_proj,24,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.001748773426214273
model.layers.25.mlp.up_proj,25,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0016629445485035806
