module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.0.self_attn.k_proj,0,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,9.301827391579625e-06
model.layers.1.self_attn.k_proj,1,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.000322926104699029
model.layers.16.mlp.up_proj,16,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0014703758576745508
model.layers.17.mlp.up_proj,17,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0014525217630261364
model.layers.18.mlp.up_proj,18,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0017079810216479715
model.layers.19.mlp.up_proj,19,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0015747921347765738
model.layers.20.mlp.up_proj,20,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0016310517837043253
model.layers.26.mlp.up_proj,26,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0016480298480699568
model.layers.27.mlp.up_proj,27,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0014023420731585088
model.layers.28.mlp.up_proj,28,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0012805061426612787
