module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.5.self_attn.v_proj,5,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0029750401795445957
model.layers.7.self_attn.v_proj,7,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0026138551963724344
model.layers.7.self_attn.o_proj,7,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.002646310051436272
model.layers.8.self_attn.o_proj,8,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.0026577983835110917
model.layers.9.self_attn.v_proj,9,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.002666911026893848
model.layers.9.self_attn.o_proj,9,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.0032749698930334063
model.layers.10.self_attn.o_proj,10,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.002864504084105547
model.layers.11.self_attn.v_proj,11,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0025963711954367034
model.layers.11.self_attn.o_proj,11,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.003236708904100821
model.layers.13.self_attn.v_proj,13,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0027696489538656093
model.layers.14.self_attn.v_proj,14,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.002925760605139905
model.layers.14.self_attn.o_proj,14,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.003413183411547156
model.layers.16.self_attn.v_proj,16,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.002834500904868105
model.layers.17.self_attn.v_proj,17,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.002732116371122969
model.layers.17.self_attn.o_proj,17,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.0027066994350214034
model.layers.19.self_attn.v_proj,19,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.003311257451539104
model.layers.19.self_attn.o_proj,19,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.003295478798824346
model.layers.20.self_attn.v_proj,20,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0036644988684351376
model.layers.20.self_attn.o_proj,20,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.002615860330085793
model.layers.21.self_attn.v_proj,21,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0029976575413478614
model.layers.21.self_attn.o_proj,21,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.002729223909149296
model.layers.22.self_attn.v_proj,22,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0025831434417549724
model.layers.24.self_attn.k_proj,24,k_proj,attention,dense_nvfp4,sparse_bf16,-0.6964832305908204,0.001446952207606132
model.layers.24.self_attn.v_proj,24,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0032850680071303427
model.layers.25.self_attn.v_proj,25,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0030891554352803184
model.layers.26.self_attn.v_proj,26,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0025713041175998543
model.layers.27.self_attn.k_proj,27,k_proj,attention,dense_nvfp4,sparse_bf16,-0.6964832305908204,0.0014421587048589043
model.layers.27.self_attn.v_proj,27,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0027187881066034797
model.layers.28.self_attn.k_proj,28,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.002746301769857473
model.layers.28.self_attn.v_proj,28,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.002796273852189827
model.layers.30.self_attn.v_proj,30,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0033480387826884633
model.layers.31.self_attn.k_proj,31,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.0030034151802438647
model.layers.31.self_attn.v_proj,31,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.003900457627516663
