module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.0.mlp.up_proj,0,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.001607207245847448
model.layers.0.mlp.down_proj,0,down_proj,mlp,dense_bf16,sparse_bf16,-3.1556704282760624,0.0013736943798271944
model.layers.1.mlp.up_proj,1,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0017810546042274695
model.layers.2.mlp.up_proj,2,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.001650282987966522
model.layers.3.mlp.gate_proj,3,gate_proj,mlp,dense_bf16,dense_nvfp4,-3.308211159706116,0.001971421181210218
model.layers.3.mlp.up_proj,3,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0021001150750831065
model.layers.4.mlp.up_proj,4,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0020652738913468508
model.layers.5.self_attn.q_proj,5,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.0012306195806591799
model.layers.5.mlp.up_proj,5,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0017160963077933714
model.layers.6.mlp.up_proj,6,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0015161397507436577
model.layers.7.mlp.up_proj,7,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0015112538323168027
model.layers.8.mlp.up_proj,8,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0013314359198887688
model.layers.9.mlp.up_proj,9,up_proj,mlp,dense_bf16,dense_nvfp4,-3.2962815761566158,0.0015027532028202264
