module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.2.self_attn.v_proj,2,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0018558780790240647
model.layers.3.self_attn.v_proj,3,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.002364915567622104
model.layers.4.self_attn.v_proj,4,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.002361414175458603
model.layers.4.self_attn.o_proj,4,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.001958184157058947
model.layers.5.self_attn.o_proj,5,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.0024587420798475135
model.layers.6.self_attn.v_proj,6,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.002253093150052199
model.layers.8.self_attn.v_proj,8,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0022992570518856324
model.layers.10.self_attn.v_proj,10,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0022481191842938755
model.layers.11.self_attn.k_proj,11,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.001932224643770024
model.layers.12.self_attn.v_proj,12,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0021899352297770815
model.layers.12.self_attn.o_proj,12,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.00266774401574836
model.layers.13.self_attn.k_proj,13,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.0020052561605465517
model.layers.13.self_attn.o_proj,13,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.002800839414670395
model.layers.14.self_attn.k_proj,14,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.0020512388002788583
model.layers.15.self_attn.v_proj,15,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0022978394705602907
model.layers.15.self_attn.o_proj,15,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.0024943708985622555
model.layers.16.self_attn.o_proj,16,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.0024729944632732566
model.layers.17.self_attn.k_proj,17,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.001987200348367262
model.layers.18.self_attn.v_proj,18,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0023700918474744274
model.layers.19.self_attn.k_proj,19,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.002404565041477288
model.layers.20.self_attn.q_proj,20,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.002479401736306265
model.layers.21.self_attn.k_proj,21,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.0022913047591210847
model.layers.22.self_attn.k_proj,22,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.0020740473849381372
model.layers.23.self_attn.k_proj,23,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.0021878533202019826
model.layers.23.self_attn.v_proj,23,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0024088782874408833
model.layers.24.self_attn.q_proj,24,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.0025852732582616984
model.layers.24.self_attn.k_proj,24,k_proj,attention,dense_bf16,dense_nvfp4,-0.42194557189941406,0.001205199252022113
model.layers.25.self_attn.q_proj,25,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.0027531384637510268
model.layers.26.self_attn.k_proj,26,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.0021859467499817584
model.layers.29.self_attn.q_proj,29,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.0029823679785086063
model.layers.30.self_attn.q_proj,30,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.0028960324322331137
model.layers.31.self_attn.q_proj,31,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.0027490848539945254
