module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.1.self_attn.v_proj,1,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.003369842769989006
model.layers.1.self_attn.o_proj,1,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.004874887564203291
model.layers.6.mlp.gate_proj,6,gate_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4573984384536742,0.004376653482703618
model.layers.8.mlp.gate_proj,8,gate_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4573984384536742,0.0040290798358658
model.layers.10.mlp.gate_proj,10,gate_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4573984384536742,0.0037415874586214444
model.layers.11.mlp.gate_proj,11,gate_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4573984384536742,0.0033207252097047675
model.layers.11.mlp.up_proj,11,up_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4561727762222292,0.0034500940941302252
model.layers.12.mlp.gate_proj,12,gate_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4573984384536742,0.0036879245735801187
model.layers.12.mlp.up_proj,12,up_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4561727762222292,0.0037812537030243263
model.layers.13.mlp.gate_proj,13,gate_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4573984384536742,0.004698583688314981
model.layers.14.mlp.gate_proj,14,gate_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4573984384536742,0.003586997596037137
model.layers.14.mlp.up_proj,14,up_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4561727762222292,0.003610720245149238
model.layers.15.mlp.gate_proj,15,gate_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4573984384536742,0.003211203999335167
model.layers.15.mlp.up_proj,15,up_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4561727762222292,0.0031226302549561035
model.layers.19.mlp.gate_proj,19,gate_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4573984384536742,0.004625074372380169
model.layers.20.self_attn.k_proj,20,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.0026379520670365424
model.layers.21.mlp.gate_proj,21,gate_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4573984384536742,0.004792945628253078
model.layers.23.mlp.gate_proj,23,gate_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4573984384536742,0.004124944861193783
model.layers.23.mlp.up_proj,23,up_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4561727762222292,0.003236307419379496
model.layers.24.mlp.gate_proj,24,gate_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4573984384536742,0.004862757552276615
model.layers.24.mlp.up_proj,24,up_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4561727762222292,0.0038074904063150326
model.layers.25.self_attn.k_proj,25,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.00308896168679445
model.layers.25.mlp.gate_proj,25,gate_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4573984384536742,0.0031228811779354325
model.layers.25.mlp.up_proj,25,up_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4561727762222292,0.002365742006006131
model.layers.26.mlp.gate_proj,26,gate_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4573984384536742,0.004005936134273792
model.layers.26.mlp.up_proj,26,up_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4561727762222292,0.0031822511787387214
model.layers.28.mlp.gate_proj,28,gate_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4573984384536742,0.0036129007138212764
model.layers.28.mlp.up_proj,28,up_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4561727762222292,0.0025449406270447545
model.layers.29.self_attn.k_proj,29,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.003188894899881357
model.layers.29.self_attn.v_proj,29,v_proj,attention,dense_bf16,sparse_bf16,-1.1221567869186402,0.0038409024724371625
model.layers.29.mlp.gate_proj,29,gate_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4573984384536742,0.004313237780999225
model.layers.29.mlp.up_proj,29,up_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4561727762222292,0.0027277543249330733
model.layers.30.self_attn.k_proj,30,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.003343894551416691
model.layers.30.mlp.up_proj,30,up_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4561727762222292,0.004261901385752599
model.layers.31.mlp.gate_proj,31,gate_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4573984384536742,0.003967286128719501
model.layers.31.mlp.up_proj,31,up_proj,mlp,dense_nvfp4,sparse_nvfp4,-0.4561727762222292,0.00208488790910471
