module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.2.self_attn.o_proj,2,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.00239535699351455
model.layers.6.self_attn.k_proj,6,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.0014470312906191079
model.layers.6.self_attn.o_proj,6,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.0020508283392807842
model.layers.7.self_attn.k_proj,7,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.0017318006388295365
model.layers.8.self_attn.k_proj,8,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.0015309510639619705
model.layers.9.self_attn.k_proj,9,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.0017963408227542111
model.layers.10.self_attn.k_proj,10,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.0016109207762724416
model.layers.11.self_attn.q_proj,11,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.0019667597951288337
model.layers.12.self_attn.k_proj,12,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.0017086334876986776
model.layers.13.self_attn.q_proj,13,q_proj,attention,dense_nvfp4,sparse_bf16,-0.7022688031196593,0.0008350695593655642
model.layers.14.self_attn.q_proj,14,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.002153001933265687
model.layers.15.self_attn.k_proj,15,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.0016080530144884568
model.layers.16.self_attn.k_proj,16,k_proj,attention,dense_bf16,sparse_bf16,-1.1184288024902345,0.0017592410651642509
model.layers.17.self_attn.q_proj,17,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.0019325838369333359
model.layers.18.self_attn.o_proj,18,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.0023265446547291783
model.layers.19.self_attn.q_proj,19,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.002396174650579238
model.layers.21.self_attn.q_proj,21,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.0021355285601225025
model.layers.22.self_attn.q_proj,22,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.0018859057298261587
model.layers.22.self_attn.o_proj,22,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.0020153767313916145
model.layers.23.self_attn.q_proj,23,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.0019762222956518573
model.layers.23.self_attn.o_proj,23,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.002314982417659635
model.layers.24.self_attn.o_proj,24,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.0023984285858534562
model.layers.26.self_attn.q_proj,26,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.0020085494426176215
model.layers.27.self_attn.q_proj,27,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.0023816201338194083
model.layers.27.self_attn.k_proj,27,k_proj,attention,dense_bf16,dense_nvfp4,-0.42194557189941406,0.0012050718320273086
model.layers.27.self_attn.o_proj,27,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.0023140908884208035
model.layers.28.self_attn.q_proj,28,q_proj,attention,dense_bf16,sparse_bf16,-1.1248064517974852,0.002457659944511402
model.layers.28.self_attn.o_proj,28,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.0021624656060602937
model.layers.29.self_attn.o_proj,29,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.0024443813667500186
model.layers.30.self_attn.o_proj,30,o_proj,attention,dense_bf16,sparse_bf16,-1.1236383914947512,0.002439201054112051
