method,policy_path,no_hook_prefill_ms,no_hook_decode_x_n_ms,no_hook_e2e_ms,traced_prefill_ms,traced_decode_x_n_ms,traced_e2e_ms,traced_linear_sum_ms,replaced_linear_count,backend_counts
sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/results/main/001_hybrid_policy_retest/single/sparse_bf16/normal_01/qwen35-9b_policy.json,2398.725341796875,1411.0184440612793,3809.7437858581543,2121.94482421875,2051.3435859680176,4173.288410186768,1449.6253104805946,248,{'sparse_bf16': 248}
