method,model_key,model_path,batch,input_seq,output_seq,max_model_len,total_prompt_tokens,total_tokens,status,iters,mean_ms,median_ms,min_ms,max_ms,std_ms,input_tokens_per_s_median,total_tokens_per_s_median,error
dense_bf16,dense_bf16,/root/wja/data/models/LLM-Research/llama-2-7b,1,128,1,129,128,129,INIT_ERROR,0,nan,nan,nan,nan,nan,nan,nan,RuntimeError: Engine core initialization failed. See root cause above. Failed core proc(s): {}
dense_bf16,dense_bf16,/root/wja/data/models/LLM-Research/llama-2-7b,2,128,1,129,256,258,INIT_ERROR,0,nan,nan,nan,nan,nan,nan,nan,RuntimeError: Engine core initialization failed. See root cause above. Failed core proc(s): {}
dense_nvfp4,dense_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_dense_nvfp4,1,128,1,129,128,129,OK,1,185.5012346059084,185.5012346059084,185.5012346059084,185.5012346059084,0.0,690.0223616944222,695.4131613951599,
dense_nvfp4,dense_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_dense_nvfp4,2,128,1,129,256,258,OK,1,67.2575831413269,67.2575831413269,67.2575831413269,67.2575831413269,0.0,3806.2622539093136,3835.99867776798,
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,1,128,1,129,128,129,OK,1,356.39508068561554,356.39508068561554,356.39508068561554,356.39508068561554,0.0,359.1519831131221,361.9578579811934,
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,2,128,1,129,256,258,OK,1,32.706575468182564,32.706575468182564,32.706575468182564,32.706575468182564,0.0,7827.172253146483,7888.322036374189,
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,1,128,1,129,128,129,OK,1,188.00847232341766,188.00847232341766,188.00847232341766,188.00847232341766,0.0,680.8203822847444,686.1392915213439,
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,2,128,1,129,256,258,OK,1,67.48035363852978,67.48035363852978,67.48035363852978,67.48035363852978,0.0,3793.696775380112,3823.335031437769,
marlin_nvfp4,marlin_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_marlin_nvfp4,1,128,1,129,128,129,OK,1,162.6950092613697,162.6950092613697,162.6950092613697,162.6950092613697,0.0,786.7481650550685,792.8946350945613,
marlin_nvfp4,marlin_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_marlin_nvfp4,2,128,1,129,256,258,OK,1,25.735605508089066,25.735605508089066,25.735605508089066,25.735605508089066,0.0,9947.30821155677,10025.021556959557,
hetero,hetero_strategy_a,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/hetero_strategy_a,1,128,1,129,128,129,OK,1,164.99026492238045,164.99026492238045,164.99026492238045,164.99026492238045,0.0,775.8033485200931,781.8643121804063,
hetero,hetero_strategy_a,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/hetero_strategy_a,2,128,1,129,256,258,OK,1,47.898370772600174,47.898370772600174,47.898370772600174,47.898370772600174,0.0,5344.649429004013,5386.404502668106,
