timestamp,model,benchmark,dataset,num_samples,real_samples,fake_samples,acc,real_acc,fake_acc,bal_acc,auc,ap,elapsed_sec,images_per_sec,batch_size,num_workers,device,use_amp,model_path,memory_path,backbone_path
2026-05-26T18:07:40,MIRROR-DINOv3-Huge,Chameleon,ALL,26033,14863,11170,0.945300,0.969858,0.912623,0.941241,0.983735,0.981384,345.185,75.417,16,8,NVIDIA GeForce RTX 5090,True,/data/home/scxj523/run/wja/data/models/facebook/MIRROR/weight/checkpoint-h-cur.pth,/data/home/scxj523/run/wja/data/models/facebook/MIRROR/weight/mirror_phase1.pth,/data/home/scxj523/run/wja/data/models/facebook/MIRROR/weight/dinov3-huge
