timestamp,model,method,task,speed_scope,dtype_arg,runtime_dtype,device,batch_size,input_c,input_h,input_w,warmup,iters,latency_mean_ms,latency_p50_ms,latency_p90_ms,latency_min_ms,latency_max_ms,images_per_sec,model_path,torch_version,cuda_version
2026-05-08T11:15:19,timm/maxvit_tiny_tf_224.in1k,dense,forward_speed,random_input_forward_only,auto,float32,NVIDIA GeForce RTX 5090,128,3,224,224,50,200,89.662409,89.689362,89.810790,89.382500,89.925377,1427.577,/data/home/scxj523/run/wja/data/models/timm/maxvit_tiny_tf_224.in1k,2.9.0+cu128,12.8
