method,total_right,total_wrong,global_accuracy,replaced_linear_count,skipped_linear_count,replacement_backend,activation_quant,calibration_used
marlin_weight_only,4938,62,0.987600,224,0,marlin_nvfp4_sm120,none_bf16_activation,False
