policy_name,model_path,task,num_fewshot,limit,sample_len,arc_acc,arc_acc_norm
maxspeed_000_4f5ae62f3f,artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/max_speed/checkpoints/maxspeed_000_4f5ae62f3f,arc_challenge,0,,1172,0.4249146757679181,0.44283276450511944
maxspeed_001_2ac520a243,artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/max_speed/checkpoints/maxspeed_001_2ac520a243,arc_challenge,0,,1172,0.40273037542662116,0.4308873720136519
maxspeed_002_1556299ab3,artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/max_speed/checkpoints/maxspeed_002_1556299ab3,arc_challenge,0,,1172,0.2935153583617747,0.3361774744027304
maxspeed_003_74a8a502ad,artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/max_speed/checkpoints/maxspeed_003_74a8a502ad,arc_challenge,0,,1172,0.4104095563139932,0.431740614334471
maxspeed_004_f2600ffcfc,artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/max_speed/checkpoints/maxspeed_004_f2600ffcfc,arc_challenge,0,,1172,0.363481228668942,0.4087030716723549
maxspeed_005_4746310a30,artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/max_speed/checkpoints/maxspeed_005_4746310a30,arc_challenge,0,,1172,0.24573378839590443,0.2883959044368601
