method,single_long_prefill_short_decode,small_batch_long_prefill,b4_medium_prefill,b4_long_prefill,b8_mixed_long_prefill,b16_mixed,b32_throughput_mixed,b64_high_batch,avg_speedup,arc_c_acc_norm
dense_bf16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4513651877133106
dense_nvfp4,1.0149785571656638,1.0944633383503002,1.0140349581051666,1.0422984258018024,0.8148930327917059,0.8952744454542412,0.943331253877141,0.829261178770957,0.9560668987896223,0.4377133105802048
sparse_bf16,1.2162920826170693,1.2646113110924317,1.2344095015621777,1.2681075381964484,1.126781639923396,1.127987301052538,1.2088494259955698,1.11293461033024,1.1949966763462339,0.3378839590443686
sparse_nvfp4,1.0519686006866384,1.1245362393060356,1.0329806337196779,0.9827952397752047,0.753547312817284,0.949604972198888,1.0729110674034235,0.9511927266585736,0.9899420990707157,0.22866894197952217
marlin_nvfp4,1.1284228261181595,1.1895492043699796,1.1318292106184336,1.1804410288929135,1.2291969762538257,1.2245433915726935,1.3149684915357265,1.2802606930043776,1.2099014777957637,0.43600682593856654
hetero,1.202959920965069,1.2830822465509941,1.2451562608117088,1.274607083917913,1.210955942194885,1.23053340776872,1.3178345844100863,1.251509925203402,1.2520799214778473,0.4208617747440273
