layer,module_type,method,local_rel_mse,blocks,backend
25,up_proj,sparse_nvfp4,0.1644263831541004,16,canonical_phase_wrapper
25,down_proj,sparse_nvfp4,0.17072583845536038,16,canonical_phase_wrapper
26,q_proj,sparse_nvfp4,0.025632420507958956,16,canonical_phase_wrapper
26,k_proj,sparse_nvfp4,0.018425356277067796,16,canonical_phase_wrapper
26,v_proj,sparse_nvfp4,0.16549423931960786,16,canonical_phase_wrapper
26,o_proj,sparse_nvfp4,0.10474812125891833,16,canonical_phase_wrapper
26,gate_proj,sparse_nvfp4,0.0895236855221638,16,canonical_phase_wrapper
26,up_proj,sparse_nvfp4,0.16185898120070535,16,canonical_phase_wrapper
26,down_proj,sparse_nvfp4,0.16763565359709084,16,canonical_phase_wrapper
27,q_proj,sparse_nvfp4,0.02658203914009085,16,canonical_phase_wrapper
27,k_proj,sparse_nvfp4,0.021167609679650597,16,canonical_phase_wrapper
27,v_proj,sparse_nvfp4,0.13380128340382116,16,canonical_phase_wrapper
27,o_proj,sparse_nvfp4,0.11088467408046788,16,canonical_phase_wrapper
27,gate_proj,sparse_nvfp4,0.08286840734534721,16,canonical_phase_wrapper
27,up_proj,sparse_nvfp4,0.15260162942851827,16,canonical_phase_wrapper
27,down_proj,sparse_nvfp4,0.13779769360572777,16,canonical_phase_wrapper
28,q_proj,sparse_nvfp4,0.025911065430227014,16,canonical_phase_wrapper
28,k_proj,sparse_nvfp4,0.018974523237119796,16,canonical_phase_wrapper
28,v_proj,sparse_nvfp4,0.16329329180652796,16,canonical_phase_wrapper
28,o_proj,sparse_nvfp4,0.13333394597394185,16,canonical_phase_wrapper
28,gate_proj,sparse_nvfp4,0.07207319524849012,16,canonical_phase_wrapper
28,up_proj,sparse_nvfp4,0.12826451873159317,16,canonical_phase_wrapper
28,down_proj,sparse_nvfp4,0.12710707018684206,16,canonical_phase_wrapper
29,q_proj,sparse_nvfp4,0.029510787391698948,16,canonical_phase_wrapper
29,k_proj,sparse_nvfp4,0.020723496332016728,16,canonical_phase_wrapper
29,v_proj,sparse_nvfp4,0.1417544799144518,16,canonical_phase_wrapper
29,o_proj,sparse_nvfp4,0.08318352059901278,16,canonical_phase_wrapper
29,gate_proj,sparse_nvfp4,0.06612766842039629,16,canonical_phase_wrapper
29,up_proj,sparse_nvfp4,0.1072234423875633,16,canonical_phase_wrapper
29,down_proj,sparse_nvfp4,0.10987062260553418,16,canonical_phase_wrapper
30,q_proj,sparse_nvfp4,0.022924119854180535,16,canonical_phase_wrapper
30,k_proj,sparse_nvfp4,0.017255543936182217,16,canonical_phase_wrapper
30,v_proj,sparse_nvfp4,0.16046466299963444,16,canonical_phase_wrapper
30,o_proj,sparse_nvfp4,0.08479700636978066,16,canonical_phase_wrapper
30,gate_proj,sparse_nvfp4,0.05330790415892318,16,canonical_phase_wrapper
30,up_proj,sparse_nvfp4,0.06877837070842906,16,canonical_phase_wrapper
30,down_proj,sparse_nvfp4,0.05415316801327014,16,canonical_phase_wrapper
31,q_proj,sparse_nvfp4,0.01670535270318719,16,canonical_phase_wrapper
31,k_proj,sparse_nvfp4,0.01527478367049774,16,canonical_phase_wrapper
31,v_proj,sparse_nvfp4,0.07535538151675579,16,canonical_phase_wrapper
31,o_proj,sparse_nvfp4,0.048671155198477235,16,canonical_phase_wrapper
31,gate_proj,sparse_nvfp4,0.027446419361881687,16,canonical_phase_wrapper
31,up_proj,sparse_nvfp4,0.031146065377068145,16,canonical_phase_wrapper
31,down_proj,sparse_nvfp4,0.019709335148370206,16,canonical_phase_wrapper
