layer,module_type,method,local_rel_mse,blocks,backend
0,q_proj,sparse_bf16,0.0001004065114201269,16,canonical_phase_wrapper
0,k_proj,sparse_bf16,0.0001530396045773788,16,canonical_phase_wrapper
0,v_proj,sparse_bf16,0.010726767545467688,16,canonical_phase_wrapper
0,o_proj,sparse_bf16,0.012003633387850052,16,canonical_phase_wrapper
0,gate_proj,sparse_bf16,0.03661759433510248,16,canonical_phase_wrapper
0,up_proj,sparse_bf16,0.05210400134185313,16,canonical_phase_wrapper
0,down_proj,sparse_bf16,0.032867894871481056,16,canonical_phase_wrapper
1,q_proj,sparse_bf16,0.00023768807601932785,16,canonical_phase_wrapper
1,k_proj,sparse_bf16,0.00021391477134751526,16,canonical_phase_wrapper
1,v_proj,sparse_bf16,0.019313761628388163,16,canonical_phase_wrapper
1,o_proj,sparse_bf16,0.02895128989170757,16,canonical_phase_wrapper
1,gate_proj,sparse_bf16,0.04057921463475532,16,canonical_phase_wrapper
1,up_proj,sparse_bf16,0.057682725107986506,16,canonical_phase_wrapper
1,down_proj,sparse_bf16,0.00036256456409091423,16,canonical_phase_wrapper
2,q_proj,sparse_bf16,0.0031307069875867203,16,canonical_phase_wrapper
2,k_proj,sparse_bf16,0.002962411627928306,16,canonical_phase_wrapper
2,v_proj,sparse_bf16,0.03814430304633088,16,canonical_phase_wrapper
2,o_proj,sparse_bf16,0.023997589611284773,16,canonical_phase_wrapper
2,gate_proj,sparse_bf16,0.05206931304245561,16,canonical_phase_wrapper
2,up_proj,sparse_bf16,0.07618647204797681,16,canonical_phase_wrapper
2,down_proj,sparse_bf16,0.06846943054046972,16,canonical_phase_wrapper
3,q_proj,sparse_bf16,0.005735028196260618,16,canonical_phase_wrapper
3,k_proj,sparse_bf16,0.0053641010192097376,16,canonical_phase_wrapper
3,v_proj,sparse_bf16,0.052646173434666044,16,canonical_phase_wrapper
3,o_proj,sparse_bf16,0.03724111092638648,16,canonical_phase_wrapper
3,gate_proj,sparse_bf16,0.04274540100139222,16,canonical_phase_wrapper
3,up_proj,sparse_bf16,0.07379921310059252,16,canonical_phase_wrapper
3,down_proj,sparse_bf16,0.07292547919949972,16,canonical_phase_wrapper
4,q_proj,sparse_bf16,0.004455128297437346,16,canonical_phase_wrapper
