phase,method,layer_bucket,fused_type,blocks,input_tokens,output_tokens,output_rel_mse,output_mse,output_count,backend
prefill,dense_nvfp4,0,down_proj,16,2048,64,0.0012612118467162457,0.00013061670702851913,1073741824,canonical_phase_wrapper
prefill,dense_nvfp4,0,gate_up_proj,16,2048,64,0.009703838085018663,0.0005042451848778508,5771362304,canonical_phase_wrapper
prefill,dense_nvfp4,0,o_proj,16,2048,64,0.012976369720722926,1.5095490895955521e-05,1073741824,canonical_phase_wrapper
prefill,dense_nvfp4,0,qkv_proj,16,2048,64,0.0024779146128772315,0.002850101403138202,3221225472,canonical_phase_wrapper
prefill,dense_nvfp4,1,down_proj,16,2048,64,0.015727502172476433,0.00021439036083847895,1073741824,canonical_phase_wrapper
prefill,dense_nvfp4,1,gate_up_proj,16,2048,64,0.009481522367159838,0.0014144645284368592,5771362304,canonical_phase_wrapper
prefill,dense_nvfp4,1,o_proj,16,2048,64,0.019208828508916847,0.00014373449505455937,1073741824,canonical_phase_wrapper
prefill,dense_nvfp4,1,qkv_proj,16,2048,64,0.004059056974922755,0.00568339650665924,3221225472,canonical_phase_wrapper
prefill,dense_nvfp4,2,down_proj,16,2048,64,0.016102560773378634,0.0007229994223507674,1073741824,canonical_phase_wrapper
prefill,dense_nvfp4,2,gate_up_proj,16,2048,64,0.011566646962279362,0.0028782603154933555,5771362304,canonical_phase_wrapper
prefill,dense_nvfp4,2,o_proj,16,2048,64,0.015572998526237135,0.00021874330604987335,1073741824,canonical_phase_wrapper
prefill,dense_nvfp4,2,qkv_proj,16,2048,64,0.004897109207934121,0.007047749299696686,3221225472,canonical_phase_wrapper
prefill,dense_nvfp4,3,down_proj,16,2048,64,0.008328971875614197,0.0034258486562066537,1073741824,canonical_phase_wrapper
prefill,dense_nvfp4,3,gate_up_proj,16,2048,64,0.008700797958078302,0.004943823487887722,5771362304,canonical_phase_wrapper
prefill,dense_nvfp4,3,o_proj,16,2048,64,0.012387458207400049,0.000612624781069826,1073741824,canonical_phase_wrapper
prefill,dense_nvfp4,3,qkv_proj,16,2048,64,0.005920018471021208,0.008916831261255235,3221225472,canonical_phase_wrapper
