phase,method,layer_bucket,fused_type,blocks,input_tokens,output_tokens,output_rel_mse,output_mse,output_count,backend
decode,dense_nvfp4,0,down_proj,16,2048,64,0.013945648200670457,3.6841636988693693e-05,33554432,canonical_phase_wrapper
decode,dense_nvfp4,0,gate_up_proj,16,2048,64,0.009658151564189598,0.0005036978855800002,180355072,canonical_phase_wrapper
decode,dense_nvfp4,0,o_proj,16,2048,64,0.012876398349664935,1.614865410326516e-05,33554432,canonical_phase_wrapper
decode,dense_nvfp4,0,qkv_proj,16,2048,64,0.002446227726750048,0.0028947244052683154,100663296,canonical_phase_wrapper
decode,dense_nvfp4,1,down_proj,16,2048,64,0.015629765197304142,0.00021660484992480633,33554432,canonical_phase_wrapper
decode,dense_nvfp4,1,gate_up_proj,16,2048,64,0.00953561939994458,0.00142956713010113,180355072,canonical_phase_wrapper
decode,dense_nvfp4,1,o_proj,16,2048,64,0.01949602657747256,0.00015545659462645744,33554432,canonical_phase_wrapper
decode,dense_nvfp4,1,qkv_proj,16,2048,64,0.004032540141604076,0.0056709895100842305,100663296,canonical_phase_wrapper
decode,dense_nvfp4,2,down_proj,16,2048,64,0.016083505533614276,0.0007130602139113762,33554432,canonical_phase_wrapper
decode,dense_nvfp4,2,gate_up_proj,16,2048,64,0.011854530882735245,0.0028984800473851866,180355072,canonical_phase_wrapper
decode,dense_nvfp4,2,o_proj,16,2048,64,0.015561864843424617,0.0002308129046468821,33554432,canonical_phase_wrapper
decode,dense_nvfp4,2,qkv_proj,16,2048,64,0.004906702018242319,0.007092901635284458,100663296,canonical_phase_wrapper
decode,dense_nvfp4,3,down_proj,16,2048,64,0.010246466624194355,0.003341166189784417,33554432,canonical_phase_wrapper
decode,dense_nvfp4,3,gate_up_proj,16,2048,64,0.008661032263750278,0.004932766879074882,180355072,canonical_phase_wrapper
decode,dense_nvfp4,3,o_proj,16,2048,64,0.012336210794102674,0.000614287072494335,33554432,canonical_phase_wrapper
decode,dense_nvfp4,3,qkv_proj,16,2048,64,0.005886160221798284,0.008971127799062137,100663296,canonical_phase_wrapper
