phase,method,layer_bucket,fused_type,blocks,input_tokens,output_tokens,output_rel_mse,output_mse,output_count,backend
decode,sparse_nvfp4,0,down_proj,16,2048,64,0.1594269128961703,0.00042117428796650813,33554432,canonical_phase_wrapper
decode,sparse_nvfp4,0,gate_up_proj,16,2048,64,0.0995655461433865,0.005192603857552925,180355072,canonical_phase_wrapper
decode,sparse_nvfp4,0,o_proj,16,2048,64,0.11190807167670806,0.00014034706692012122,33554432,canonical_phase_wrapper
decode,sparse_nvfp4,0,qkv_proj,16,2048,64,0.01672590017326931,0.019792462861161653,100663296,canonical_phase_wrapper
decode,sparse_nvfp4,1,down_proj,16,2048,64,0.17482380644575976,0.00242279291342129,33554432,canonical_phase_wrapper
decode,sparse_nvfp4,1,gate_up_proj,16,2048,64,0.10292934221814788,0.015431027412739431,180355072,canonical_phase_wrapper
decode,sparse_nvfp4,1,o_proj,16,2048,64,0.1647454014548466,0.0013136399352333683,33554432,canonical_phase_wrapper
decode,sparse_nvfp4,1,qkv_proj,16,2048,64,0.03576880026958623,0.05030191492066175,100663296,canonical_phase_wrapper
decode,sparse_nvfp4,2,down_proj,16,2048,64,0.19220720354624596,0.008521482421201654,33554432,canonical_phase_wrapper
decode,sparse_nvfp4,2,gate_up_proj,16,2048,64,0.1322352378504012,0.03233204268157309,180355072,canonical_phase_wrapper
decode,sparse_nvfp4,2,o_proj,16,2048,64,0.16289579791512976,0.0024160634120562463,33554432,canonical_phase_wrapper
decode,sparse_nvfp4,2,qkv_proj,16,2048,64,0.04761392794856949,0.06882849338580854,100663296,canonical_phase_wrapper
decode,sparse_nvfp4,3,down_proj,16,2048,64,0.07491577190852138,0.024428522861853708,33554432,canonical_phase_wrapper
decode,sparse_nvfp4,3,gate_up_proj,16,2048,64,0.10054069539850825,0.05726151308044791,180355072,canonical_phase_wrapper
decode,sparse_nvfp4,3,o_proj,16,2048,64,0.1297835339103986,0.0064626284711266635,33554432,canonical_phase_wrapper
decode,sparse_nvfp4,3,qkv_proj,16,2048,64,0.06510764362473523,0.09923090259932603,100663296,canonical_phase_wrapper
