timestamp,model,model_variant,method,task,speed_scope,dtype_arg,runtime_dtype,device,batch_size,input_c,input_h,input_w,warmup,iters,latency_mean_ms,latency_p50_ms,latency_p90_ms,latency_min_ms,latency_max_ms,images_per_sec,model_path,torch_version,cuda_version,checkpoint_path,compression_method,sparsity,nvfp4_group_size,calib_samples
2026-05-16T20:03:27,timm/maxvit_tiny_tf_224.in1k,tiny,dense,forward_speed,random_input_forward_only,auto,float32,NVIDIA GeForce RTX 5090,128,3,224,224,50,200,89.529528,89.547600,89.702052,89.242622,89.810944,1429.696,/data/home/scxj523/run/wja/data/models/timm/maxvit_tiny_tf_224.in1k,2.9.0+cu128,12.8,,dense,,,
