scenario,phase,linear,m,n,k,repeats,best_kernel,single_call_ms,weighted_ms,dense_bf16_single_call_ms,dense_nvfp4_single_call_ms,sparse_bf16_single_call_ms,sparse_nvfp4_single_call_ms,marlin_nvfp4_single_call_ms
b2_in16384_out64,decode,gate_up,2,22016,4096,64,marlin_nvfp4,0.046805447285667635,95.85755604104732,0.13812990137334138,0.1698995670327597,,,0.046805447285667635
b2_in16384_out64,decode,down,2,4096,11008,64,marlin_nvfp4,0.04028116567342111,82.49582729916644,0.08082293719567189,0.16173789670218114,,,0.04028116567342111
b4_in16384_out128,prefill,qkv,65536,12288,4096,1,sparse_bf16,11.601793696012274,371.2573982723928,33.290616485103186,16.521923680974915,11.601793696012274,16.53214235494854,43.91346604933352
b4_in16384_out128,prefill,o_proj,65536,4096,4096,1,sparse_bf16,3.862178711940799,123.58971878210556,11.156561601521503,7.110164602880569,3.862178711940799,7.575459960389011,14.610925421394729
b4_in16384_out128,prefill,gate_up,65536,22016,4096,1,sparse_bf16,20.525199491061677,656.8063837139737,59.528731811891056,24.466477313077217,20.525199491061677,22.835576750216447,82.02269634349287
b4_in16384_out128,prefill,down,65536,4096,11008,1,sparse_bf16,10.604691880171075,339.3501401654744,29.805717371175547,19.86828355680111,10.604691880171075,22.28509954554124,40.67518918525494
b4_in16384_out128,decode,qkv,4,12288,4096,128,marlin_nvfp4,0.03767179240246521,154.3036616804975,0.08747541819240046,0.14785258639184812,,,0.03767179240246521
b4_in16384_out128,decode,o_proj,4,4096,4096,128,dense_bf16,0.0384445,157.468672,0.0384445,0.1758185,,,0.0504065
b4_in16384_out128,decode,gate_up,4,22016,4096,128,marlin_nvfp4,0.04756724550178091,194.8354375752946,0.13857612541374803,0.1705336929342584,,,0.04756724550178091
b4_in16384_out128,decode,down,4,4096,11008,128,marlin_nvfp4,0.040574150910543866,166.19172212958767,0.08227829782306688,0.1640407741588277,,,0.040574150910543866
b4_in16384_out64,prefill,qkv,65536,12288,4096,1,sparse_bf16,11.601793696012274,371.2573982723928,33.290616485103186,16.521923680974915,11.601793696012274,16.53214235494854,43.91346604933352
b4_in16384_out64,prefill,o_proj,65536,4096,4096,1,sparse_bf16,3.862178711940799,123.58971878210556,11.156561601521503,7.110164602880569,3.862178711940799,7.575459960389011,14.610925421394729
b4_in16384_out64,prefill,gate_up,65536,22016,4096,1,sparse_bf16,20.525199491061677,656.8063837139737,59.528731811891056,24.466477313077217,20.525199491061677,22.835576750216447,82.02269634349287
b4_in16384_out64,prefill,down,65536,4096,11008,1,sparse_bf16,10.604691880171075,339.3501401654744,29.805717371175547,19.86828355680111,10.604691880171075,22.28509954554124,40.67518918525494
b4_in16384_out64,decode,qkv,4,12288,4096,64,marlin_nvfp4,0.03767179240246521,77.15183084024875,0.08747541819240046,0.14785258639184812,,,0.03767179240246521
b4_in16384_out64,decode,o_proj,4,4096,4096,64,dense_bf16,0.0384445,78.734336,0.0384445,0.1758185,,,0.0504065
b4_in16384_out64,decode,gate_up,4,22016,4096,64,marlin_nvfp4,0.04756724550178091,97.4177187876473,0.13857612541374803,0.1705336929342584,,,0.04756724550178091
b4_in16384_out64,decode,down,4,4096,11008,64,marlin_nvfp4,0.040574150910543866,83.09586106479384,0.08227829782306688,0.1640407741588277,,,0.040574150910543866
b8_in16384_out128,prefill,qkv,131072,12288,4096,1,sparse_bf16,15.46742201070787,494.9575043426518,68.69714054495336,41.729819003735116,15.46742201070787,52.91537158694376,150.496161826747
b8_in16384_out128,prefill,o_proj,131072,4096,4096,1,sparse_bf16,5.1396335443364585,164.46827341876667,22.93625747982561,17.841137653974336,5.1396335443364585,24.03555941247661,50.14565044203996
b8_in16384_out128,prefill,gate_up,131072,22016,4096,1,sparse_bf16,27.373685664640576,875.9579412684984,122.8830817370079,61.58787410064044,27.373685664640576,72.86707181654688,281.98190642153224
b8_in16384_out128,prefill,down,131072,4096,11008,1,sparse_bf16,14.136463366890263,452.3668277404884,61.48140432595533,50.410696619215685,14.136463366890263,74.17358788580863,139.70429507428543
b8_in16384_out128,decode,qkv,8,12288,4096,128,marlin_nvfp4,0.03931389705083266,161.02972232021057,0.08776095783279045,0.14891769171643882,0.06093499372151222,,0.03931389705083266
b8_in16384_out128,decode,o_proj,8,4096,4096,128,dense_bf16,0.0320765,131.385344,0.0320765,0.1289055,0.06527150000000001,,0.0350745
b8_in16384_out128,decode,gate_up,8,22016,4096,128,marlin_nvfp4,0.04790730476002915,196.2283202970794,0.13915602290136417,0.17005627817952373,0.08604614215272453,,0.04790730476002915
b8_in16384_out128,decode,down,8,4096,11008,128,marlin_nvfp4,0.04072776114936845,166.82090966781317,0.08299830258312667,0.1634774895594542,0.14840469934312567,,0.04072776114936845
b8_in16384_out64,prefill,qkv,131072,12288,4096,1,sparse_bf16,15.46742201070787,494.9575043426518,68.69714054495336,41.729819003735116,15.46742201070787,52.91537158694376,150.496161826747
b8_in16384_out64,prefill,o_proj,131072,4096,4096,1,sparse_bf16,5.1396335443364585,164.46827341876667,22.93625747982561,17.841137653974336,5.1396335443364585,24.03555941247661,50.14565044203996
b8_in16384_out64,prefill,gate_up,131072,22016,4096,1,sparse_bf16,27.373685664640576,875.9579412684984,122.8830817370079,61.58787410064044,27.373685664640576,72.86707181654688,281.98190642153224
b8_in16384_out64,prefill,down,131072,4096,11008,1,sparse_bf16,14.136463366890263,452.3668277404884,61.48140432595533,50.410696619215685,14.136463366890263,74.17358788580863,139.70429507428543
b8_in16384_out64,decode,qkv,8,12288,4096,64,marlin_nvfp4,0.03931389705083266,80.51486116010528,0.08776095783279045,0.14891769171643882,0.06093499372151222,,0.03931389705083266
b8_in16384_out64,decode,o_proj,8,4096,4096,64,dense_bf16,0.0320765,65.692672,0.0320765,0.1289055,0.06527150000000001,,0.0350745
b8_in16384_out64,decode,gate_up,8,22016,4096,64,marlin_nvfp4,0.04790730476002915,98.1141601485397,0.13915602290136417,0.17005627817952373,0.08604614215272453,,0.04790730476002915
b8_in16384_out64,decode,down,8,4096,11008,64,marlin_nvfp4,0.04072776114936845,83.41045483390658,0.08299830258312667,0.1634774895594542,0.14840469934312567,,0.04072776114936845
b4_in1024_out1,prefill,qkv,4096,12288,4096,1,sparse_nvfp4,0.5796797962114474,18.549753478766316,2.0117012145500244,0.7057579946192515,1.015176628022849,0.5796797962114474,1.81478119595356
b4_in1024_out1,prefill,o_proj,4096,4096,4096,1,sparse_bf16,0.365293,11.689376,0.762176,0.416158,0.365293,0.377899,0.615862
b4_in1024_out1,prefill,gate_up,4096,22016,4096,1,sparse_nvfp4,0.8336256384902145,26.676020431686865,3.627014306987754,1.067000741627137,1.8199183160673509,0.8336256384902145,3.2502153486954306
b4_in1024_out1,prefill,down,4096,4096,11008,1,sparse_bf16,0.9661910731511151,30.918114340835682,1.9135158399960388,1.1790292953294659,0.9661910731511151,1.0929859100650352,1.6053266847115122
b4_in1024_out1,decode,qkv,4,12288,4096,1,marlin_nvfp4,0.03767179240246521,1.2054973568788867,0.08747541819240046,0.14785258639184812,,,0.03767179240246521
b4_in1024_out1,decode,o_proj,4,4096,4096,1,dense_bf16,0.0384445,1.230224,0.0384445,0.1758185,,,0.0504065
b4_in1024_out1,decode,gate_up,4,22016,4096,1,marlin_nvfp4,0.04756724550178091,1.522151856056989,0.13857612541374803,0.1705336929342584,,,0.04756724550178091
b4_in1024_out1,decode,down,4,4096,11008,1,marlin_nvfp4,0.040574150910543866,1.2983728291374037,0.08227829782306688,0.1640407741588277,,,0.040574150910543866
b2_in1024_out1,prefill,qkv,2048,12288,4096,1,sparse_nvfp4,0.312238956311973,9.991646601983136,1.056331714230307,0.3754758980311222,0.5374553980775284,0.312238956311973,0.9207161958196468
b2_in1024_out1,prefill,o_proj,2048,4096,4096,1,sparse_nvfp4,0.201859,6.459488,0.387783,0.21869349999999999,0.215636,0.201859,0.32366399999999995
b2_in1024_out1,prefill,gate_up,2048,22016,4096,1,sparse_nvfp4,0.4503589677462682,14.411486967880583,1.8701982400432493,0.5661813669414781,0.9421665054262695,0.4503589677462682,1.6332478557259342
b2_in1024_out1,prefill,down,2048,4096,11008,1,sparse_bf16,0.5130693747467034,16.41821999189451,0.9846591372922003,0.6161100353609755,0.5130693747467034,0.5828037906155628,0.8166121472415111
b2_in1024_out1,decode,qkv,2,12288,4096,1,marlin_nvfp4,0.03752924435638217,1.2009358194042294,0.08724132669875766,0.1474677616823926,,,0.03752924435638217
b2_in1024_out1,decode,o_proj,2,4096,4096,1,dense_bf16,0.033216499999999996,1.0629279999999999,0.033216499999999996,0.138027,,,0.0381325
b2_in1024_out1,decode,gate_up,2,22016,4096,1,marlin_nvfp4,0.046805447285667635,1.4977743131413643,0.13812990137334138,0.1698995670327597,,,0.046805447285667635
b2_in1024_out1,decode,down,2,4096,11008,1,marlin_nvfp4,0.04028116567342111,1.2889973015494756,0.08082293719567189,0.16173789670218114,,,0.04028116567342111
b4_in512_out1,prefill,qkv,2048,12288,4096,1,sparse_nvfp4,0.312238956311973,9.991646601983136,1.056331714230307,0.3754758980311222,0.5374553980775284,0.312238956311973,0.9207161958196468
b4_in512_out1,prefill,o_proj,2048,4096,4096,1,sparse_nvfp4,0.201859,6.459488,0.387783,0.21869349999999999,0.215636,0.201859,0.32366399999999995
b4_in512_out1,prefill,gate_up,2048,22016,4096,1,sparse_nvfp4,0.4503589677462682,14.411486967880583,1.8701982400432493,0.5661813669414781,0.9421665054262695,0.4503589677462682,1.6332478557259342
b4_in512_out1,prefill,down,2048,4096,11008,1,sparse_bf16,0.5130693747467034,16.41821999189451,0.9846591372922003,0.6161100353609755,0.5130693747467034,0.5828037906155628,0.8166121472415111
b4_in512_out1,decode,qkv,4,12288,4096,1,marlin_nvfp4,0.03767179240246521,1.2054973568788867,0.08747541819240046,0.14785258639184812,,,0.03767179240246521
b4_in512_out1,decode,o_proj,4,4096,4096,1,dense_bf16,0.0384445,1.230224,0.0384445,0.1758185,,,0.0504065
b4_in512_out1,decode,gate_up,4,22016,4096,1,marlin_nvfp4,0.04756724550178091,1.522151856056989,0.13857612541374803,0.1705336929342584,,,0.04756724550178091
b4_in512_out1,decode,down,4,4096,11008,1,marlin_nvfp4,0.040574150910543866,1.2983728291374037,0.08227829782306688,0.1640407741588277,,,0.040574150910543866
b2_in4096_out1,prefill,qkv,8192,12288,4096,1,sparse_nvfp4,1.1913777219690704,38.124087103010254,3.9492485848680507,1.4154539856547097,1.966262106193147,1.1913777219690704,3.621260151029097
b2_in4096_out1,prefill,o_proj,8192,4096,4096,1,sparse_bf16,0.667983,21.375456,1.324808,0.9714700000000001,0.667983,0.8969564999999999,1.2083465
b2_in4096_out1,prefill,gate_up,8192,22016,4096,1,sparse_nvfp4,1.6878792764684818,54.01213684699142,7.071891719963656,2.165485554988056,3.5381632256758926,1.6878792764684818,6.53810137502126
b2_in4096_out1,prefill,down,8192,4096,11008,1,sparse_bf16,1.814803329442981,58.073706542175394,3.712808799571912,2.2766499455167906,1.814803329442981,2.162163723317757,3.210659133446517
b2_in4096_out1,decode,qkv,2,12288,4096,1,marlin_nvfp4,0.03752924435638217,1.2009358194042294,0.08724132669875766,0.1474677616823926,,,0.03752924435638217
b2_in4096_out1,decode,o_proj,2,4096,4096,1,dense_bf16,0.033216499999999996,1.0629279999999999,0.033216499999999996,0.138027,,,0.0381325
b2_in4096_out1,decode,gate_up,2,22016,4096,1,marlin_nvfp4,0.046805447285667635,1.4977743131413643,0.13812990137334138,0.1698995670327597,,,0.046805447285667635
b2_in4096_out1,decode,down,2,4096,11008,1,marlin_nvfp4,0.04028116567342111,1.2889973015494756,0.08082293719567189,0.16173789670218114,,,0.04028116567342111
b1_in4096_out1,prefill,qkv,4096,12288,4096,1,sparse_nvfp4,0.5796797962114474,18.549753478766316,2.0117012145500244,0.7057579946192515,1.015176628022849,0.5796797962114474,1.81478119595356
b1_in4096_out1,prefill,o_proj,4096,4096,4096,1,sparse_bf16,0.365293,11.689376,0.762176,0.416158,0.365293,0.377899,0.615862
b1_in4096_out1,prefill,gate_up,4096,22016,4096,1,sparse_nvfp4,0.8336256384902145,26.676020431686865,3.627014306987754,1.067000741627137,1.8199183160673509,0.8336256384902145,3.2502153486954306
b1_in4096_out1,prefill,down,4096,4096,11008,1,sparse_bf16,0.9661910731511151,30.918114340835682,1.9135158399960388,1.1790292953294659,0.9661910731511151,1.0929859100650352,1.6053266847115122
b1_in4096_out1,decode,qkv,1,12288,4096,1,marlin_nvfp4,0.03772280496360337,1.2071297588353078,0.0870306528755836,0.14764877762302117,,,0.03772280496360337
b1_in4096_out1,decode,o_proj,1,4096,4096,1,marlin_nvfp4,0.035496,1.135872,0.03729,0.130838,,,0.035496
b1_in4096_out1,decode,gate_up,1,22016,4096,1,marlin_nvfp4,0.046738496115741664,1.4956318757037332,0.13772272946185077,0.16960727249415633,,,0.046738496115741664
b1_in4096_out1,decode,down,1,4096,11008,1,marlin_nvfp4,0.03955085119545705,1.2656272382546256,0.08013237503233611,0.15863046968604483,,,0.03955085119545705
b8_in512_out1,prefill,qkv,4096,12288,4096,1,sparse_nvfp4,0.5796797962114474,18.549753478766316,2.0117012145500244,0.7057579946192515,1.015176628022849,0.5796797962114474,1.81478119595356
b8_in512_out1,prefill,o_proj,4096,4096,4096,1,sparse_bf16,0.365293,11.689376,0.762176,0.416158,0.365293,0.377899,0.615862
b8_in512_out1,prefill,gate_up,4096,22016,4096,1,sparse_nvfp4,0.8336256384902145,26.676020431686865,3.627014306987754,1.067000741627137,1.8199183160673509,0.8336256384902145,3.2502153486954306
b8_in512_out1,prefill,down,4096,4096,11008,1,sparse_bf16,0.9661910731511151,30.918114340835682,1.9135158399960388,1.1790292953294659,0.9661910731511151,1.0929859100650352,1.6053266847115122
b8_in512_out1,decode,qkv,8,12288,4096,1,marlin_nvfp4,0.03931389705083266,1.258044705626645,0.08776095783279045,0.14891769171643882,0.06093499372151222,,0.03931389705083266
b8_in512_out1,decode,o_proj,8,4096,4096,1,dense_bf16,0.0320765,1.026448,0.0320765,0.1289055,0.06527150000000001,,0.0350745
b8_in512_out1,decode,gate_up,8,22016,4096,1,marlin_nvfp4,0.04790730476002915,1.5330337523209328,0.13915602290136417,0.17005627817952373,0.08604614215272453,,0.04790730476002915
b8_in512_out1,decode,down,8,4096,11008,1,marlin_nvfp4,0.04072776114936845,1.3032883567797904,0.08299830258312667,0.1634774895594542,0.14840469934312567,,0.04072776114936845
b128_in256_out64,prefill,qkv,32768,12288,4096,1,sparse_nvfp4,6.405188033101481,204.9660170592474,16.19034192308412,7.279230809969526,7.214887617485135,6.405188033101481,16.425022275359552
b128_in256_out64,prefill,o_proj,32768,4096,4096,1,sparse_bf16,2.4142079497247098,77.25465439119071,5.440891276787584,3.248931980415928,2.4142079497247098,3.054492180898791,5.462277240192552
b128_in256_out64,prefill,gate_up,32768,22016,4096,1,sparse_nvfp4,8.502595790121017,272.08306528387254,29.15793333692407,10.814359942784336,12.840345826855177,8.502595790121017,30.535257844484484
b128_in256_out64,prefill,down,32768,4096,11008,1,sparse_bf16,6.54449617500495,209.4238776001584,14.508500337968448,8.76600326542175,6.54449617500495,8.495926835965953,15.0471715399867
b128_in256_out64,decode,qkv,128,12288,4096,64,sparse_bf16,0.06411833262048512,131.31434520675353,0.11105419436109007,0.14959602162064617,0.06411833262048512,0.13808495975977417,0.08920956148599127
b128_in256_out64,decode,o_proj,128,4096,4096,64,dense_bf16,0.04112,84.21376,0.04112,0.1363915,0.06553,0.13279200000000002,0.052540500000000004
b128_in256_out64,decode,gate_up,128,22016,4096,64,sparse_bf16,0.0951071285141659,194.77939919701177,0.16450126670868168,0.16969805021044912,0.0951071285141659,0.13886316309099467,0.13516309767291118
b128_in256_out64,decode,down,128,4096,11008,64,marlin_nvfp4,0.08602911490391688,176.18762732322176,0.09176744302985186,0.1673939679730317,0.15149265629383346,0.15433852287545693,0.08602911490391688
b32_in4096_out16,prefill,qkv,131072,12288,4096,1,sparse_bf16,15.46742201070787,494.9575043426518,68.69714054495336,41.729819003735116,15.46742201070787,52.91537158694376,150.496161826747
b32_in4096_out16,prefill,o_proj,131072,4096,4096,1,sparse_bf16,5.1396335443364585,164.46827341876667,22.93625747982561,17.841137653974336,5.1396335443364585,24.03555941247661,50.14565044203996
b32_in4096_out16,prefill,gate_up,131072,22016,4096,1,sparse_bf16,27.373685664640576,875.9579412684984,122.8830817370079,61.58787410064044,27.373685664640576,72.86707181654688,281.98190642153224
b32_in4096_out16,prefill,down,131072,4096,11008,1,sparse_bf16,14.136463366890263,452.3668277404884,61.48140432595533,50.410696619215685,14.136463366890263,74.17358788580863,139.70429507428543
b32_in4096_out16,decode,qkv,32,12288,4096,16,marlin_nvfp4,0.04926243762715182,25.222368065101733,0.09274405085710745,0.14985432507404992,0.06075573743246419,0.14396109975336926,0.04926243762715182
b32_in4096_out16,decode,o_proj,32,4096,4096,16,dense_bf16,0.033437999999999996,17.120255999999998,0.033437999999999996,0.13626850000000001,0.06563849999999999,0.133818,0.0360825
b32_in4096_out16,decode,gate_up,32,22016,4096,16,marlin_nvfp4,0.06059315883851319,31.023697325318754,0.14975689586621876,0.1704702658672338,0.08512006749952468,0.1489613015770145,0.06059315883851319
b32_in4096_out16,decode,down,32,4096,11008,16,marlin_nvfp4,0.04944558445616883,25.316139241558442,0.0835918811399305,0.16414231915638053,0.15024815314375417,0.16361772855550316,0.04944558445616883
b256_in512_out16,prefill,qkv,131072,12288,4096,1,sparse_bf16,15.46742201070787,494.9575043426518,68.69714054495336,41.729819003735116,15.46742201070787,52.91537158694376,150.496161826747
b256_in512_out16,prefill,o_proj,131072,4096,4096,1,sparse_bf16,5.1396335443364585,164.46827341876667,22.93625747982561,17.841137653974336,5.1396335443364585,24.03555941247661,50.14565044203996
b256_in512_out16,prefill,gate_up,131072,22016,4096,1,sparse_bf16,27.373685664640576,875.9579412684984,122.8830817370079,61.58787410064044,27.373685664640576,72.86707181654688,281.98190642153224
b256_in512_out16,prefill,down,131072,4096,11008,1,sparse_bf16,14.136463366890263,452.3668277404884,61.48140432595533,50.410696619215685,14.136463366890263,74.17358788580863,139.70429507428543
b256_in512_out16,decode,qkv,256,12288,4096,16,sparse_bf16,0.0916608168139218,46.93033820872796,0.15835511169710334,0.15490089365245116,0.0916608168139218,0.14008454021122035,0.14281827898961957
b256_in512_out16,decode,o_proj,256,4096,4096,16,sparse_bf16,0.065368,33.468416,0.070902,0.136349,0.065368,0.134878,0.071149
b256_in512_out16,decode,gate_up,256,22016,4096,16,sparse_bf16,0.1414567985258823,72.42588084525174,0.2681386180811658,0.18054557968369112,0.1414567985258823,0.14734754553253154,0.23329067769723663
b256_in512_out16,decode,down,256,4096,11008,16,marlin_nvfp4,0.13234155919278137,67.75887830670406,0.138359312537249,0.1706430684688001,0.15310966542924814,0.15369351356898953,0.13234155919278137
b64_in512_out16,prefill,qkv,32768,12288,4096,1,sparse_nvfp4,6.405188033101481,204.9660170592474,16.19034192308412,7.279230809969526,7.214887617485135,6.405188033101481,16.425022275359552
b64_in512_out16,prefill,o_proj,32768,4096,4096,1,sparse_bf16,2.4142079497247098,77.25465439119071,5.440891276787584,3.248931980415928,2.4142079497247098,3.054492180898791,5.462277240192552
b64_in512_out16,prefill,gate_up,32768,22016,4096,1,sparse_nvfp4,8.502595790121017,272.08306528387254,29.15793333692407,10.814359942784336,12.840345826855177,8.502595790121017,30.535257844484484
b64_in512_out16,prefill,down,32768,4096,11008,1,sparse_bf16,6.54449617500495,209.4238776001584,14.508500337968448,8.76600326542175,6.54449617500495,8.495926835965953,15.0471715399867
b64_in512_out16,decode,qkv,64,12288,4096,16,marlin_nvfp4,0.05950999791744361,30.469118933731128,0.09993581663050921,0.1499150740073322,0.060928302160573336,0.14172015821625905,0.05950999791744361
b64_in512_out16,decode,o_proj,64,4096,4096,16,dense_bf16,0.039794,20.374528,0.039794,0.135938,0.064426,0.132235,0.041861
b64_in512_out16,decode,gate_up,64,22016,4096,16,marlin_nvfp4,0.08221101492334162,42.09203964075091,0.1544790488894248,0.16812913834748514,0.08608307617425494,0.14687410055931893,0.08221101492334162
b64_in512_out16,decode,down,64,4096,11008,16,marlin_nvfp4,0.05918496332129028,30.302701220500623,0.08483834889509168,0.16159188958571158,0.15014868131006973,0.15911443932747868,0.05918496332129028
