timestamp,model,model_variant,method,task,speed_scope,dtype_arg,runtime_dtype,device,batch_size,input_c,input_h,input_w,warmup,iters,latency_mean_ms,latency_p50_ms,latency_p90_ms,latency_min_ms,latency_max_ms,images_per_sec,model_path,torch_version,cuda_version,checkpoint_path,compression_method,sparsity,nvfp4_group_size,nvfp4_scale_rule,calib_samples,activation_quant,activation_quant_modules,activation_group_size,activation_scale_rule
2026-05-18T09:32:55,timm/maxvit_large_tf_512.in21k_ft_in1k,large,nvfp4_4over6_unstructured_sparse,forward_speed,random_input_forward_only,auto,float32,NVIDIA GeForce RTX 5090,16,3,512,512,50,200,1938.701477,1938.727844,1939.251123,1937.504517,1940.688599,8.253,/data/home/scxj523/run/wja/data/models/timm/maxvit_large_tf_512.in21k_ft_in1k,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_large/nvfp4_4over6_unstructured_sparse/model.pt,nvfp4_4over6_unstructured_sparse,0.5,16,four_over_six_mse,128,True,240,16,four_over_six_mse
2026-05-18T09:32:57,timm/maxvit_large_tf_512.in21k_ft_in1k,large,nvfp4_4over6_semi_structured_sparse,forward_speed,random_input_forward_only,auto,float32,NVIDIA GeForce RTX 5090,16,3,512,512,50,200,1932.916582,1932.734558,1933.576404,1930.901733,1939.425781,8.278,/data/home/scxj523/run/wja/data/models/timm/maxvit_large_tf_512.in21k_ft_in1k,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_large/nvfp4_4over6_semi_structured_sparse/model.pt,nvfp4_4over6_semi_structured_sparse,0.5,32,four_over_six_mse,128,True,240,32,four_over_six_mse
