point_index,quality_budget,quality_cost,latency_ms,total_prefill_ms,total_decode_ms,total_conversion_ms,selected_method
0,16.530083108272944,16.530083108272944,2836.423634551294,606.0213452102125,2110.709761474637,119.69252786644424,dense_nvfp4_prefill_marlin_decode
