variant,pairs,pearson,spearman,mae,rmse,direction_accuracy,pred_delta_mean,measured_delta_mean
local_only,12,-0.0824079730419972,0.12587412587412586,0.03296547581165693,0.04206361902365549,0.4166666666666667,-5.267179670626528e-06,0.030578230302938825
local_depth,12,0.1196979927342771,-0.06293706293706293,0.04095956637994081,0.044670270247409036,0.9166666666666666,0.06483422713913452,0.030578230302938825
local_type,12,0.19066142117661242,0.07692307692307693,0.036157044199321,0.03969151542836766,0.9166666666666666,0.05817443510169934,0.030578230302938825
final_depth_type,12,-0.03629657197364906,-0.11188811188811189,0.06933812120376383,0.07511438276606905,0.9166666666666666,0.09991635150670265,0.030578230302938825
