timestamp,model,head,method,task,speed_scope,runtime_dtype,device,batch_size,input_c,input_h,input_w,warmup,iters,hidden_size,num_register_tokens,latency_mean_ms,latency_p50_ms,latency_p90_ms,latency_min_ms,latency_max_ms,images_per_sec,backbone_path,head_path,torch_version,cuda_version,kernel_backend,policy_format,policy_path,selected_linear_count,replaced_linear_count,dense_bf16_module_count,dense_nvfp4_module_count,sparse_bf16_module_count,sparse_nvfp4_module_count,skipped_linear_count,dense_nvfp4_require_shape_alignment,sparse_bf16_prune_on_convert,sparse_bf16_token_pad_multiple,sparse_nvfp4_prune_on_convert,sparse_nvfp4_token_pad_multiple
2026-06-15T13:41:12,facebook/dinov3-vit7b16-pretrain-lvd1689m,dinov3_vit7b16_imagenet1k_linear_head,layerwise_max_speed_cutlass,forward_speed,random_input_classifier_forward_only,bfloat16,NVIDIA GeForce RTX 5090,32,3,256,256,5,20,4096,4,613.942471,614.071289,614.275055,610.987366,614.439819,52.122,/data/home/scxj523/run/wja/data/models/facebook/dinov3-vit7b16-pretrain-lvd1689m,/data/home/scxj523/run/wja/data/models/facebook/dinov3_vit7b16_imagenet1k_linear_head/dinov3_vit7b16_imagenet1k_linear_head-90d8ed92.pth,2.9.0+cu128,12.8,dinov3_layerwise_cutlass_policy,dinov3_layerwise_speed_policy_v1,/data/home/scxj523/run/wja/project/my/fake/artifacts/debug/019_dinov3_layerwise_max_speed/batch_32/policy_bs32.json,280,0,280,0,0,0,0,True,True,8,True,32
