batch_size,layerwise_latency_mean_ms,layerwise_images_per_sec,best_baseline_method,best_baseline_latency_mean_ms,best_baseline_images_per_sec,speedup_vs_best_baseline
32,613.942471,52.122,manual_hybrid,370.534180,86.362,0.603529
