timestamp,model,model_variant,method,task,speed_scope,runtime_dtype,device,batch_size,input_c,input_h,input_w,warmup,iters,latency_mean_ms,latency_p50_ms,latency_p90_ms,latency_min_ms,latency_max_ms,images_per_sec,model_path,cutlass_sparse_nvfp4_module_count,torch_version,cuda_version,checkpoint_path,compression_method,sparsity,nvfp4_group_size,calib_samples,checkpoint_format,runtime_checkpoint_path,source_checkpoint_path,packed_checkpoint_file_size_bytes,runtime_checkpoint_loader_mode,storage_checkpoint_path,storage_checkpoint_format,storage_checkpoint_file_size_bytes,kernel_backend,nvfp4_block_size,nvfp4_backend,nvfp4_quant_backend,nvfp4_sf_layout,sparse_pattern,sparse_prune_on_convert,token_pad_multiple,replaced_linear_count,skipped_linear_count
2026-05-16T20:08:08,timm/maxvit_large_tf_512.in21k_ft_in1k,large,sparse_nvfp4_cutlass,forward_speed,random_input_forward_only,bfloat16,NVIDIA GeForce RTX 5090,16,3,512,512,50,200,202.669539,202.640770,202.881905,202.332199,203.866821,78.946,/data/home/scxj523/run/wja/data/models/timm/maxvit_large_tf_512.in21k_ft_in1k,192,2.9.0+cu128,12.8,,sparse_nvfp4_cutlass,,,,cutlass_storage_packed_v1,,,,storage_loadtime_pack,artifacts/checkpoints/maxvit_large/cutlass_sparse_nvfp4_storage/model.pt,cutlass_storage_packed_v1,188709636,cutlass_sparse_nvfp4_sm120,32,cutlass_sparse_sm120,cutlass_sparse_sm120,cutlass_sparse_sm120,pairwise_4to8,True,32,192,48
