timestamp,model,model_variant,method,task,dtype_arg,runtime_dtype,device,num_samples,batch_size,num_workers,top1,top5,elapsed_sec,images_per_sec,model_path,dataset_root,csv,zip,torch_version,cuda_version,checkpoint_path,compression_method,sparsity,nvfp4_group_size,calib_samples,nvfp4_scale_rule,activation_quant,activation_quant_modules,activation_group_size,activation_scale_rule,int4_group_size,int4_scale_precision,sparsegpt_block_size,sparsegpt_percdamp,hessian_algo
2026-05-11T10:55:17,timm/maxvit_base_tf_224.in1k,base,nvfp4_unstructured_sparse,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,128,8,0.801860,0.955880,105.817,472.513,/data/home/scxj523/run/wja/data/models/timm/maxvit_base_tf_224.in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_base/nvfp4_unstructured_sparse/model.pt,nvfp4_unstructured_sparse,0.5,16,128,,,,,,,,,,
2026-05-11T10:56:11,timm/maxvit_base_tf_224.in1k,base,semi_structured_sparse,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,128,8,0.752600,0.932620,110.283,453.380,/data/home/scxj523/run/wja/data/models/timm/maxvit_base_tf_224.in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_base/semi_structured_sparse/model.pt,semi_structured_sparse,0.5,16,128,,,,,,,,,,
2026-05-11T10:56:12,timm/maxvit_base_tf_224.in1k,base,unstructured_sparse,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,128,8,0.805440,0.957620,110.438,452.742,/data/home/scxj523/run/wja/data/models/timm/maxvit_base_tf_224.in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_base/unstructured_sparse/model.pt,unstructured_sparse,0.5,16,128,,,,,,,,,,
2026-05-11T10:56:12,timm/maxvit_base_tf_224.in1k,base,nvfp4,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,128,8,0.847360,0.969200,111.031,450.324,/data/home/scxj523/run/wja/data/models/timm/maxvit_base_tf_224.in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_base/nvfp4/model.pt,nvfp4,0.5,16,128,,,,,,,,,,
2026-05-11T10:56:18,timm/maxvit_base_tf_224.in1k,base,nvfp4_semi_structured_sparse,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,128,8,0.469500,0.724580,106.102,471.243,/data/home/scxj523/run/wja/data/models/timm/maxvit_base_tf_224.in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_base/nvfp4_semi_structured_sparse/model.pt,nvfp4_semi_structured_sparse,0.5,32,128,,,,,,,,,,
2026-05-18T12:18:36,timm/maxvit_base_tf_224.in1k,base,nvfp4_unstructured_sparse,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,128,8,0.797480,0.956960,103.312,483.969,/data/home/scxj523/run/wja/data/models/timm/maxvit_base_tf_224.in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_base/nvfp4_unstructured_sparse_seed1/model.pt,nvfp4_unstructured_sparse,0.5,16,128,static_6,False,0,,,,,,,
2026-05-18T12:18:36,timm/maxvit_base_tf_224.in1k,base,nvfp4_semi_structured_sparse,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,128,8,0.498620,0.754920,103.786,481.762,/data/home/scxj523/run/wja/data/models/timm/maxvit_base_tf_224.in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_base/nvfp4_semi_structured_sparse_seed1/model.pt,nvfp4_semi_structured_sparse,0.5,32,128,static_6,False,0,,,,,,,
2026-05-18T12:19:08,timm/maxvit_base_tf_224.in1k,base,nvfp4_unstructured_sparse,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,128,8,0.801320,0.957360,107.514,465.056,/data/home/scxj523/run/wja/data/models/timm/maxvit_base_tf_224.in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_base/nvfp4_unstructured_sparse_seed3/model.pt,nvfp4_unstructured_sparse,0.5,16,128,static_6,False,0,,,,,,,
2026-05-18T12:19:16,timm/maxvit_base_tf_224.in1k,base,nvfp4_semi_structured_sparse,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,128,8,0.509100,0.763960,106.098,471.262,/data/home/scxj523/run/wja/data/models/timm/maxvit_base_tf_224.in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_base/nvfp4_semi_structured_sparse_seed3/model.pt,nvfp4_semi_structured_sparse,0.5,32,128,static_6,False,0,,,,,,,
2026-05-18T13:29:10,timm/maxvit_base_tf_224.in1k,base,nvfp4_unstructured_sparse,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,128,8,0.803360,0.956620,103.617,482.545,/data/home/scxj523/run/wja/data/models/timm/maxvit_base_tf_224.in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_base/nvfp4_unstructured_sparse_seed2/model.pt,nvfp4_unstructured_sparse,0.5,16,128,static_6,False,0,,,,,,,
