module_name,from_method,to_method,latency_delta_ms,quality_delta
model.language_model.layers.0.self_attn.o_proj,dense_bf16,sparse_bf16,-0.172147,8.645260211249736e-05
model.language_model.layers.2.mlp.up_proj,dense_bf16,dense_nvfp4,-0.5926724874169076,0.0005188932073388207
model.language_model.layers.3.mlp.gate_proj,dense_bf16,dense_nvfp4,-0.5926724874169076,0.00040510881815659206
model.language_model.layers.6.self_attn.q_proj,dense_bf16,dense_nvfp4,-0.1690895,0.00010934394491905957
model.language_model.layers.11.mlp.up_proj,dense_bf16,dense_nvfp4,-0.5926724874169076,0.0004513444751372976
model.language_model.layers.12.mlp.up_proj,dense_bf16,dense_nvfp4,-0.5926724874169076,0.00044793263505848383
model.language_model.layers.13.mlp.up_proj,dense_bf16,dense_nvfp4,-0.5926724874169076,0.00045451534792669186
model.language_model.layers.14.mlp.up_proj,dense_bf16,dense_nvfp4,-0.5926724874169076,0.00046899385243484375
model.language_model.layers.15.mlp.up_proj,dense_bf16,dense_nvfp4,-0.5926724874169076,0.0004584648979828286
model.language_model.layers.16.mlp.up_proj,dense_bf16,dense_nvfp4,-0.5926724874169076,0.0004689844348580585
model.language_model.layers.20.mlp.up_proj,dense_bf16,dense_nvfp4,-0.5926724874169076,0.00047345679640341926
model.language_model.layers.30.self_attn.q_proj,dense_bf16,dense_nvfp4,-0.1690895,0.0001290667458615053
model.language_model.layers.30.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.1690895,0.0001220223417757714
model.language_model.layers.31.self_attn.q_proj,dense_bf16,dense_nvfp4,-0.1690895,0.00011097312877435474
model.language_model.layers.31.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.1690895,9.490602599386487e-05
