batch_size,label,source_label,forward_mean_ms,speedup_vs_uncompressed_amp,images_per_sec,backend_counts
16,dense_default_amp,dense_default_amp,55.214527,1.000000,289.778813,{'dense_default': 224}
16,uniform_dense_bf16,uniform_dense_bf16,51.164632,1.079154,312.716016,{'dense_bf16': 224}
16,uniform_dense_nvfp4,uniform_dense_nvfp4,82.082297,0.672673,194.926320,{'dense_nvfp4': 224}
16,uniform_sparse_bf16,uniform_sparse_bf16,39.816262,1.386733,401.845856,{'sparse_bf16': 224}
16,uniform_sparse_nvfp4,uniform_sparse_nvfp4,94.875673,0.581967,168.641755,{'sparse_nvfp4': 224}
16,ours_best,ours_mlp_all_attn_sparse_bf16_64,41.571307,1.328188,384.880853,"{'dense_bf16': 64, 'sparse_bf16': 160}"
