m,n,k,latency_ms,latency_mean_ms,latency_std_ms,latency_min_ms,latency_max_ms,samples,tflops,latency_q25_ms,latency_q75_ms,latency_iqr_ms,flops,bytes_bf16,arithmetic_intensity
8,4096,4096,0.034379,0.034379,0.0,0.034379,0.034379,1,7.808077,0.034379,0.034379,0.0,268435456.0,33685504.0,7.968871595330739
8,4096,14336,0.079767,0.079767,0.0,0.079767,0.079767,1,11.778326,0.079767,0.079767,0.0,939524096.0,117735424.0,7.979961035346507
8,6144,4096,0.035017,0.035017,0.0,0.035017,0.035017,1,11.498857,0.035017,0.035017,0.0,402653184.0,50495488.0,7.974042829331603
8,28672,4096,0.171844,0.171844,0.0,0.171844,0.171844,1,10.934616,0.171844,0.171844,0.0,1879048192.0,235405312.0,7.982182628062361
16384,4096,4096,1.334515,1.334515,0.0,1.334515,1.334515,1,411.951705,1.334515,1.334515,0.0,549755813888.0,301989888.0,1820.4444444444443
16384,4096,14336,4.670198,4.670198,0.0,4.670198,4.670198,1,412.005054,4.670198,4.670198,0.0,1924145348608.0,721420288.0,2667.1627906976746
16384,6144,4096,2.026758,2.026758,0.0,2.026758,2.026758,1,406.873222,2.026758,2.026758,0.0,824633720832.0,385875968.0,2137.0434782608695
16384,28672,4096,9.58427,9.58427,0.0,9.58427,9.58427,1,401.52154,9.58427,9.58427,0.0,3848290697216.0,1308622848.0,2940.7179487179487
