key,policy_index,batch_size_for_policy,point_index,policy_json,label,benchmark,dataset,ce_nll,num_samples,real_samples,fake_samples,acc,real_acc,fake_acc,bal_acc,auc,ap,runtime_dtype,effective_dense_runtime,replaced_linear_count,skipped_linear_count,backend_counts,runtime_skipped,sample_limit,batch_size,calib_samples
policy_017,17,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_017_lowerr_count_157.json,lowerr_count_157,GenImage,glide,0.0587332898,192,96,96,0.99479167,0.98958333,1.00000000,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
policy_017,17,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_017_lowerr_count_157.json,lowerr_count_157,GenImage,wukong,0.0546483342,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
policy_017,17,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_017_lowerr_count_157.json,lowerr_count_157,GenImage,VQDM,0.0507477199,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
policy_017,17,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_017_lowerr_count_157.json,lowerr_count_157,GenImage,BigGAN,0.0600435746,192,96,96,0.99479167,1.00000000,0.98958333,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
policy_008,8,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_008_speed_count_78.json,speed_count_78,GenImage,Midjourney,0.0982045149,192,96,96,0.97916667,1.00000000,0.95833333,0.97916667,0.99989149,0.99989261,bfloat16,bf16_for_unreplaced_layers,78,0,"{'dense_bf16': 146, 'sparse_bf16': 78}",[],192,16,64
policy_008,8,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_008_speed_count_78.json,speed_count_78,GenImage,stable_diffusion_v_1_4,0.0536202379,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,78,0,"{'dense_bf16': 146, 'sparse_bf16': 78}",[],192,16,64
policy_008,8,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_008_speed_count_78.json,speed_count_78,GenImage,stable_diffusion_v_1_5,0.0654108142,192,96,96,0.99479167,1.00000000,0.98958333,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,78,0,"{'dense_bf16': 146, 'sparse_bf16': 78}",[],192,16,64
policy_008,8,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_008_speed_count_78.json,speed_count_78,GenImage,ADM,0.2223178549,192,96,96,0.90625000,1.00000000,0.81250000,0.90625000,0.99772135,0.99802183,bfloat16,bf16_for_unreplaced_layers,78,0,"{'dense_bf16': 146, 'sparse_bf16': 78}",[],192,16,64
policy_008,8,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_008_speed_count_78.json,speed_count_78,GenImage,glide,0.0579293370,192,96,96,0.99479167,1.00000000,0.98958333,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,78,0,"{'dense_bf16': 146, 'sparse_bf16': 78}",[],192,16,64
policy_008,8,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_008_speed_count_78.json,speed_count_78,GenImage,wukong,0.0569859771,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,78,0,"{'dense_bf16': 146, 'sparse_bf16': 78}",[],192,16,64
policy_008,8,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_008_speed_count_78.json,speed_count_78,GenImage,VQDM,0.0541216424,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,78,0,"{'dense_bf16': 146, 'sparse_bf16': 78}",[],192,16,64
policy_008,8,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_008_speed_count_78.json,speed_count_78,GenImage,BigGAN,0.1263920277,192,96,96,0.96875000,1.00000000,0.93750000,0.96875000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,78,0,"{'dense_bf16': 146, 'sparse_bf16': 78}",[],192,16,64
policy_033,33,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_033_type_q_proj.json,type_q_proj,GenImage,Midjourney,0.0530674501,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_003,3,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_003_speed_count_45.json,speed_count_45,GenImage,Midjourney,0.0533311885,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,45,0,"{'dense_bf16': 179, 'sparse_bf16': 45}",[],192,16,64
policy_033,33,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_033_type_q_proj.json,type_q_proj,GenImage,stable_diffusion_v_1_4,0.0532356765,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_038,38,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_038_type_up_proj.json,type_up_proj,GenImage,Midjourney,0.0515388564,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_003,3,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_003_speed_count_45.json,speed_count_45,GenImage,stable_diffusion_v_1_4,0.0538372907,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,45,0,"{'dense_bf16': 179, 'sparse_bf16': 45}",[],192,16,64
policy_038,38,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_038_type_up_proj.json,type_up_proj,GenImage,stable_diffusion_v_1_4,0.0514981321,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_033,33,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_033_type_q_proj.json,type_q_proj,GenImage,stable_diffusion_v_1_5,0.0539269528,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_003,3,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_003_speed_count_45.json,speed_count_45,GenImage,stable_diffusion_v_1_5,0.0545114313,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,45,0,"{'dense_bf16': 179, 'sparse_bf16': 45}",[],192,16,64
policy_033,33,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_033_type_q_proj.json,type_q_proj,GenImage,ADM,0.0872532154,192,96,96,0.98958333,1.00000000,0.97916667,0.98958333,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_038,38,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_038_type_up_proj.json,type_up_proj,GenImage,stable_diffusion_v_1_5,0.0524510602,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_003,3,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_003_speed_count_45.json,speed_count_45,GenImage,ADM,0.0800242666,192,96,96,0.98958333,1.00000000,0.97916667,0.98958333,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,45,0,"{'dense_bf16': 179, 'sparse_bf16': 45}",[],192,16,64
policy_028,28,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_028_layer_08_15.json,layer_08_15,GenImage,Midjourney,0.1361030148,192,96,96,0.95833333,1.00000000,0.91666667,0.95833333,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,56,0,"{'dense_bf16': 168, 'sparse_bf16': 56}",[],192,16,64
policy_033,33,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_033_type_q_proj.json,type_q_proj,GenImage,glide,0.0535683750,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_038,38,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_038_type_up_proj.json,type_up_proj,GenImage,ADM,0.0586391722,192,96,96,0.99479167,1.00000000,0.98958333,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_003,3,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_003_speed_count_45.json,speed_count_45,GenImage,glide,0.0540269008,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,45,0,"{'dense_bf16': 179, 'sparse_bf16': 45}",[],192,16,64
policy_028,28,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_028_layer_08_15.json,layer_08_15,GenImage,stable_diffusion_v_1_4,0.0568444810,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,56,0,"{'dense_bf16': 168, 'sparse_bf16': 56}",[],192,16,64
policy_038,38,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_038_type_up_proj.json,type_up_proj,GenImage,glide,0.0519442772,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_033,33,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_033_type_q_proj.json,type_q_proj,GenImage,wukong,0.0543142787,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_003,3,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_003_speed_count_45.json,speed_count_45,GenImage,wukong,0.0548240474,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,45,0,"{'dense_bf16': 179, 'sparse_bf16': 45}",[],192,16,64
policy_033,33,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_033_type_q_proj.json,type_q_proj,GenImage,VQDM,0.0536632513,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_038,38,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_038_type_up_proj.json,type_up_proj,GenImage,wukong,0.0528058922,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_023,23,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_023_speed_count_190.json,speed_count_190,GenImage,Midjourney,0.2516601880,192,96,96,0.89583333,1.00000000,0.79166667,0.89583333,0.99636502,0.99657217,bfloat16,bf16_for_unreplaced_layers,190,0,"{'dense_bf16': 34, 'sparse_bf16': 190}",[],192,16,64
policy_028,28,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_028_layer_08_15.json,layer_08_15,GenImage,stable_diffusion_v_1_5,0.0703378050,192,96,96,0.99479167,1.00000000,0.98958333,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,56,0,"{'dense_bf16': 168, 'sparse_bf16': 56}",[],192,16,64
policy_003,3,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_003_speed_count_45.json,speed_count_45,GenImage,VQDM,0.0536597548,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,45,0,"{'dense_bf16': 179, 'sparse_bf16': 45}",[],192,16,64
policy_033,33,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_033_type_q_proj.json,type_q_proj,GenImage,BigGAN,0.0765438279,192,96,96,0.98958333,1.00000000,0.97916667,0.98958333,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_038,38,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_038_type_up_proj.json,type_up_proj,GenImage,VQDM,0.0524367650,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_028,28,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_028_layer_08_15.json,layer_08_15,GenImage,ADM,0.2822192212,192,96,96,0.87500000,1.00000000,0.75000000,0.87500000,0.99289280,0.99447073,bfloat16,bf16_for_unreplaced_layers,56,0,"{'dense_bf16': 168, 'sparse_bf16': 56}",[],192,16,64
policy_003,3,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_003_speed_count_45.json,speed_count_45,GenImage,BigGAN,0.0761024803,192,96,96,0.98437500,1.00000000,0.96875000,0.98437500,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,45,0,"{'dense_bf16': 179, 'sparse_bf16': 45}",[],192,16,64
policy_023,23,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_023_speed_count_190.json,speed_count_190,GenImage,stable_diffusion_v_1_4,0.0719876103,192,96,96,0.99479167,0.98958333,1.00000000,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,190,0,"{'dense_bf16': 34, 'sparse_bf16': 190}",[],192,16,64
policy_038,38,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_038_type_up_proj.json,type_up_proj,GenImage,BigGAN,0.0615153378,192,96,96,0.99479167,1.00000000,0.98958333,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_028,28,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_028_layer_08_15.json,layer_08_15,GenImage,glide,0.0591535987,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,56,0,"{'dense_bf16': 168, 'sparse_bf16': 56}",[],192,16,64
policy_013,13,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_013_speed_count_112.json,speed_count_112,GenImage,Midjourney,0.2276455524,192,96,96,0.93229167,1.00000000,0.86458333,0.93229167,0.99864366,0.99863566,bfloat16,bf16_for_unreplaced_layers,112,0,"{'dense_bf16': 112, 'sparse_bf16': 112}",[],192,16,64
policy_023,23,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_023_speed_count_190.json,speed_count_190,GenImage,stable_diffusion_v_1_5,0.0717412488,192,96,96,0.99479167,1.00000000,0.98958333,0.99479167,0.99967448,0.99968434,bfloat16,bf16_for_unreplaced_layers,190,0,"{'dense_bf16': 34, 'sparse_bf16': 190}",[],192,16,64
policy_013,13,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_013_speed_count_112.json,speed_count_112,GenImage,stable_diffusion_v_1_4,0.0737398748,192,96,96,0.98958333,1.00000000,0.97916667,0.98958333,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,112,0,"{'dense_bf16': 112, 'sparse_bf16': 112}",[],192,16,64
policy_028,28,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_028_layer_08_15.json,layer_08_15,GenImage,wukong,0.0602753647,192,96,96,0.99479167,1.00000000,0.98958333,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,56,0,"{'dense_bf16': 168, 'sparse_bf16': 56}",[],192,16,64
policy_023,23,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_023_speed_count_190.json,speed_count_190,GenImage,ADM,0.1006356583,192,96,96,0.97916667,0.97916667,0.97916667,0.97916667,0.99848090,0.99847371,bfloat16,bf16_for_unreplaced_layers,190,0,"{'dense_bf16': 34, 'sparse_bf16': 190}",[],192,16,64
policy_028,28,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_028_layer_08_15.json,layer_08_15,GenImage,VQDM,0.0606240838,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,56,0,"{'dense_bf16': 168, 'sparse_bf16': 56}",[],192,16,64
policy_013,13,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_013_speed_count_112.json,speed_count_112,GenImage,stable_diffusion_v_1_5,0.0953428450,192,96,96,0.98437500,1.00000000,0.96875000,0.98437500,0.99967448,0.99968434,bfloat16,bf16_for_unreplaced_layers,112,0,"{'dense_bf16': 112, 'sparse_bf16': 112}",[],192,16,64
policy_023,23,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_023_speed_count_190.json,speed_count_190,GenImage,glide,0.0736970594,192,96,96,0.99479167,0.98958333,1.00000000,0.99479167,0.99978299,0.99978410,bfloat16,bf16_for_unreplaced_layers,190,0,"{'dense_bf16': 34, 'sparse_bf16': 190}",[],192,16,64
policy_028,28,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_028_layer_08_15.json,layer_08_15,GenImage,BigGAN,0.1087248524,192,96,96,0.97916667,1.00000000,0.95833333,0.97916667,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,56,0,"{'dense_bf16': 168, 'sparse_bf16': 56}",[],192,16,64
policy_013,13,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_013_speed_count_112.json,speed_count_112,GenImage,ADM,0.3412114214,192,96,96,0.85937500,1.00000000,0.71875000,0.85937500,0.99381510,0.99440996,bfloat16,bf16_for_unreplaced_layers,112,0,"{'dense_bf16': 112, 'sparse_bf16': 112}",[],192,16,64
policy_018,18,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_018_speed_count_157.json,speed_count_157,GenImage,Midjourney,0.2193691268,192,96,96,0.92187500,1.00000000,0.84375000,0.92187500,0.99858941,0.99854426,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
policy_023,23,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_023_speed_count_190.json,speed_count_190,GenImage,wukong,0.0716018106,192,96,96,0.98958333,0.98958333,0.98958333,0.98958333,0.99978299,0.99978741,bfloat16,bf16_for_unreplaced_layers,190,0,"{'dense_bf16': 34, 'sparse_bf16': 190}",[],192,16,64
policy_013,13,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_013_speed_count_112.json,speed_count_112,GenImage,glide,0.0877526390,192,96,96,0.97916667,1.00000000,0.95833333,0.97916667,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,112,0,"{'dense_bf16': 112, 'sparse_bf16': 112}",[],192,16,64
policy_018,18,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_018_speed_count_157.json,speed_count_157,GenImage,stable_diffusion_v_1_4,0.0549258202,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
policy_023,23,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_023_speed_count_190.json,speed_count_190,GenImage,VQDM,0.0561487774,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,190,0,"{'dense_bf16': 34, 'sparse_bf16': 190}",[],192,16,64
policy_013,13,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_013_speed_count_112.json,speed_count_112,GenImage,wukong,0.0844752009,192,96,96,0.98958333,1.00000000,0.97916667,0.98958333,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,112,0,"{'dense_bf16': 112, 'sparse_bf16': 112}",[],192,16,64
policy_023,23,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_023_speed_count_190.json,speed_count_190,GenImage,BigGAN,0.0920842141,192,96,96,0.98437500,0.96875000,1.00000000,0.98437500,0.99858941,0.99852673,bfloat16,bf16_for_unreplaced_layers,190,0,"{'dense_bf16': 34, 'sparse_bf16': 190}",[],192,16,64
policy_013,13,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_013_speed_count_112.json,speed_count_112,GenImage,VQDM,0.0581476809,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,112,0,"{'dense_bf16': 112, 'sparse_bf16': 112}",[],192,16,64
policy_018,18,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_018_speed_count_157.json,speed_count_157,GenImage,stable_diffusion_v_1_5,0.0679409473,192,96,96,0.99479167,1.00000000,0.98958333,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
policy_009,9,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_009_random_count_78_seed_11.json,random_count_78_seed_11,GenImage,Midjourney,0.0523049791,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,78,0,"{'dense_bf16': 146, 'sparse_bf16': 78}",[],192,16,64
policy_013,13,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_013_speed_count_112.json,speed_count_112,GenImage,BigGAN,0.1455014370,192,96,96,0.95312500,1.00000000,0.90625000,0.95312500,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,112,0,"{'dense_bf16': 112, 'sparse_bf16': 112}",[],192,16,64
policy_018,18,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_018_speed_count_157.json,speed_count_157,GenImage,ADM,0.1244216872,192,96,96,0.96875000,0.98958333,0.94791667,0.96875000,0.99837240,0.99828018,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
policy_009,9,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_009_random_count_78_seed_11.json,random_count_78_seed_11,GenImage,stable_diffusion_v_1_4,0.0525333468,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,78,0,"{'dense_bf16': 146, 'sparse_bf16': 78}",[],192,16,64
policy_018,18,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_018_speed_count_157.json,speed_count_157,GenImage,glide,0.0748433868,192,96,96,0.98958333,0.98958333,0.98958333,0.98958333,0.99945747,0.99945163,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
policy_009,9,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_009_random_count_78_seed_11.json,random_count_78_seed_11,GenImage,stable_diffusion_v_1_5,0.0531168863,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,78,0,"{'dense_bf16': 146, 'sparse_bf16': 78}",[],192,16,64
policy_018,18,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_018_speed_count_157.json,speed_count_157,GenImage,wukong,0.0588712677,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
policy_009,9,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_009_random_count_78_seed_11.json,random_count_78_seed_11,GenImage,ADM,0.0612835844,192,96,96,0.99479167,0.98958333,1.00000000,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,78,0,"{'dense_bf16': 146, 'sparse_bf16': 78}",[],192,16,64
