module_index,module_name,layer,layer_bucket,module_type,module_family,out_features,in_features,numel,method,output_mse,output_rel_mse,output_rmse_over_rms,output_max_abs_error,output_ref_rms
1,model.language_model.layers.0.self_attn.q_proj,0,layers_00_07,q_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
1,model.language_model.layers.0.self_attn.q_proj,0,layers_00_07,q_proj,attention,4096,4096,16777216,dense_nvfp4,0.0009325630962848663,0.00018253720018786415,0.013510632856674929,0.375,2.2602861311060187
1,model.language_model.layers.0.self_attn.q_proj,0,layers_00_07,q_proj,attention,4096,4096,16777216,sparse_bf16,1.882485594251193e-05,3.684722793959188e-06,0.0019195631779025113,0.125,2.2602861311060187
1,model.language_model.layers.0.self_attn.q_proj,0,layers_00_07,q_proj,attention,4096,4096,16777216,sparse_nvfp4,0.0009406988392584026,0.00018412966696008964,0.013569438712050312,0.375,2.2602861311060187
2,model.language_model.layers.0.self_attn.k_proj,0,layers_00_07,k_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
2,model.language_model.layers.0.self_attn.k_proj,0,layers_00_07,k_proj,attention,4096,4096,16777216,dense_nvfp4,0.0008662937907502055,0.0002840907154293179,0.016854990816648874,0.4375,1.746240596868802
2,model.language_model.layers.0.self_attn.k_proj,0,layers_00_07,k_proj,attention,4096,4096,16777216,sparse_bf16,1.4701796317240223e-05,4.821278737602329e-06,0.002195741045205998,0.08984375,1.746240596868802
2,model.language_model.layers.0.self_attn.k_proj,0,layers_00_07,k_proj,attention,4096,4096,16777216,sparse_nvfp4,0.0009896557312458754,0.00032454579234013613,0.018015154518908134,0.4375,1.746240596868802
