point_index,quality_budget,quality_cost,latency_ms,total_prefill_ms,total_decode_ms,total_conversion_ms,selected_method
0,18.06786415453512,18.06786415453512,3126.1157430974454,1012.2740743235444,2113.841668773901,0.0,marlin_nvfp4
