method,scenario,phase,iteration,warmup,batch,input_seq,output_seq,elapsed_ms,generated_tokens
sparse_bf16,prefill_only,ttft,0,True,8,2048,1,793.8656713813543,8
sparse_bf16,prefill_only,ttft,1,False,8,2048,1,1108.40311832726,8
sparse_bf16,prefill_only,ttft,2,False,8,2048,1,723.6648481339216,8
sparse_bf16,prefill_only,ttft,3,False,8,2048,1,727.5104336440563,8
sparse_bf16,prefill_only,ttft,4,False,8,2048,1,727.6578489691019,8
sparse_bf16,prefill_only,ttft,5,False,8,2048,1,922.6604346185923,8
sparse_bf16,prefill_only,main,0,True,8,2048,1,727.463636547327,8
sparse_bf16,prefill_only,main,1,False,8,2048,1,730.6488063186407,8
sparse_bf16,prefill_only,main,2,False,8,2048,1,724.9817587435246,8
sparse_bf16,prefill_only,main,3,False,8,2048,1,731.0436777770519,8
sparse_bf16,prefill_only,main,4,False,8,2048,1,729.3280307203531,8
sparse_bf16,prefill_only,main,5,False,8,2048,1,729.6977769583464,8
sparse_bf16,prefill_decode,ttft,0,True,16,2048,1,2144.145680591464,16
sparse_bf16,prefill_decode,ttft,1,False,16,2048,1,1448.2551775872707,16
sparse_bf16,prefill_decode,ttft,2,False,16,2048,1,1447.9792211204767,16
sparse_bf16,prefill_decode,ttft,3,False,16,2048,1,1448.9663932472467,16
sparse_bf16,prefill_decode,ttft,4,False,16,2048,1,1620.8707932382822,16
sparse_bf16,prefill_decode,ttft,5,False,16,2048,1,1451.8937151879072,16
sparse_bf16,prefill_decode,main,0,True,16,2048,80,3461.1146859824657,1280
sparse_bf16,prefill_decode,main,1,False,16,2048,80,3012.7641204744577,1280
sparse_bf16,prefill_decode,main,2,False,16,2048,80,3043.6738692224026,1280
sparse_bf16,prefill_decode,main,3,False,16,2048,80,3020.9648311138153,1280
sparse_bf16,prefill_decode,main,4,False,16,2048,80,3213.0808364599943,1280
sparse_bf16,prefill_decode,main,5,False,16,2048,80,3019.2528162151575,1280
