module_index,module_name,layer,layer_bucket,module_type,module_family,in_features,out_features,numel,weight_mean,weight_std,weight_abs_mean,weight_abs_max,weight_outlier_ratio_6x,weight_row_norm_mean,weight_row_norm_max,weight_col_norm_mean,weight_col_norm_max,activation_mean,activation_std,activation_abs_mean,activation_abs_max,activation_outlier_ratio_6x_weight_mean
1,model.layers.0.self_attn.q_proj,0,layers_00_07,q_proj,attention,4096,4096,16777216,-3.0185713058017427e-06,0.013479271903634071,0.007290542125701904,0.7734375,0.01427382230758667,0.7678268551826477,3.3519811630249023,0.6854398846626282,7.156308174133301,-2.6716159858608535e-05,0.0642004578178371,0.012911269150208682,4.96875,0.025354329496622086
2,model.layers.0.self_attn.k_proj,0,layers_00_07,k_proj,attention,4096,4096,16777216,8.61367425386561e-06,0.015102141536772251,0.0092847291380167,0.81640625,0.00949704647064209,0.8915396332740784,3.235579490661621,0.8180683255195618,5.607005596160889,-2.6716159858608535e-05,0.0642004578178371,0.012911269150208682,4.96875,0.02044830098748207
3,model.layers.0.self_attn.v_proj,0,layers_00_07,v_proj,attention,4096,4096,16777216,4.799626367457677e-07,0.011053633876144886,0.008046726696193218,0.134765625,0.00255662202835083,0.6547608971595764,1.816826343536377,0.7004428505897522,0.8215903639793396,-2.6716159858608535e-05,0.0642004578178371,0.012911269150208682,4.96875,0.02311834692955017
4,model.layers.0.self_attn.o_proj,0,layers_00_07,o_proj,attention,4096,4096,16777216,-1.5904067822702928e-06,0.007180104032158852,0.004932840820401907,0.451171875,0.004933774471282959,0.45231494307518005,3.1075775623321533,0.4033185839653015,1.2295564413070679,-9.193716829258847e-05,0.008608439965624584,0.0024882647649064893,0.75390625,0.011866550892591476
5,model.layers.0.mlp.gate_proj,0,layers_00_07,gate_proj,mlp,4096,11008,45088768,-1.513830284238793e-05,0.016400780528783798,0.012972692027688026,0.890625,0.00019971714937128127,1.0422314405441284,5.189163684844971,1.7197272777557373,1.9885376691818237,-3.9618841718436215e-06,0.0425908925519034,0.028547185749630444,2.90625,0.046712569892406464
6,model.layers.0.mlp.up_proj,0,layers_00_07,up_proj,mlp,4096,11008,45088768,-3.2061507226899266e-07,0.01612473651766777,0.012813741341233253,0.341796875,2.557177867856808e-05,1.0297051668167114,1.63874089717865,1.690166711807251,1.8084276914596558,-3.9618841718436215e-06,0.0425908925519034,0.028547185749630444,2.90625,0.04886464774608612
7,model.layers.0.mlp.down_proj,0,layers_00_07,down_proj,mlp,11008,4096,45088768,-1.9985723156423774e-06,0.016809994354844093,0.01332381833344698,0.52734375,0.0001343571930192411,1.7578797340393066,6.554708003997803,1.0752086639404297,1.4369772672653198,-4.835903263652696e-06,0.004433549489836272,0.001404570950314316,3.953125,0.0003679824429889058
8,model.layers.1.self_attn.q_proj,1,layers_00_07,q_proj,attention,4096,4096,16777216,-4.032527613162529e-06,0.026456724852323532,0.017509445548057556,0.47265625,0.006599247455596924,1.4396253824234009,4.37037467956543,1.6661643981933594,4.918698787689209,0.001421887313881598,0.15140377631448437,0.04517208808101714,9.375,0.07735353708267212
9,model.layers.1.self_attn.k_proj,1,layers_00_07,k_proj,attention,4096,4096,16777216,-2.339013917662669e-06,0.026408636942505836,0.017670709639787674,0.57421875,0.006669104099273682,1.4542551040649414,4.771492958068848,1.656357765197754,5.356703281402588,0.001421887313881598,0.15140377631448437,0.04517208808101714,9.375,0.07629236578941345
10,model.layers.1.self_attn.v_proj,1,layers_00_07,v_proj,attention,4096,4096,16777216,1.5309313994293916e-06,0.01004513818770647,0.007418008521199226,0.1279296875,0.0008510947227478027,0.6054952144622803,1.7997655868530273,0.6337789297103882,0.7756046652793884,0.001421887313881598,0.15140377631448437,0.04517208808101714,9.375,0.26303060352802277
11,model.layers.1.self_attn.o_proj,1,layers_00_07,o_proj,attention,4096,4096,16777216,8.839830911711033e-08,0.008248118683695793,0.005762292072176933,0.58984375,0.001968681812286377,0.5225557684898376,3.074347734451294,0.4684734046459198,1.0463354587554932,-1.271245684009159e-05,0.017644263621549482,0.007234010012325598,2.921875,0.03489479422569275
12,model.layers.1.mlp.gate_proj,1,layers_00_07,gate_proj,mlp,4096,11008,45088768,-3.189399649272673e-05,0.018217120319604874,0.014407467097043991,1.09375,0.0002469794708304107,1.157204508781433,9.14868450164795,1.9106453657150269,2.5000147819519043,0.00029611491186187777,0.07066705707808055,0.0538175510300789,2.8125,0.19498343393206596
