method,total_right,total_wrong,global_accuracy,replaced_linear_count,skipped_linear_count,replacement_backend,activation_quant,calibration_used
sparse_bf16,4926,74,0.985200,224,0,cutlass_sparse_bf16_cusparselt,none,True
