module_index,module_name,layer,layer_bucket,module_type,module_family,in_features,out_features,numel,weight_mean,weight_std,weight_abs_mean,weight_abs_max,weight_outlier_ratio_6x,weight_row_norm_mean,weight_row_norm_max,weight_col_norm_mean,weight_col_norm_max,activation_mean,activation_std,activation_abs_mean,activation_abs_max,activation_outlier_ratio_6x_weight_mean,method,runtime_path,activation_quantization,kernel_module_type,weight_mse,weight_rel_mse,weight_rmse_over_rms,weight_max_abs_error,output_mse,output_rel_mse,output_rmse_over_rms,output_max_abs_error,output_ref_rms,quality_formula,quality_model_variant,quality_source_method,quality_local_error_metric,quality_cost,global_coef,layer_coef,type_coef,prepared_artifact,latency_source,linear_group,prefill_ms,latency_cost,supported,latency_reason,latency_gain_vs_dense,quality_delta_vs_dense
1,model.layers.0.self_attn.q_proj,0,layers_00_07,q_proj,attention,4096,4096,16777216,-3.0185713058017427e-06,0.013479271903634071,0.007290542125701904,0.7734375,0.01427382230758667,0.7678268551826477,3.3519811630249023,0.6854398846626282,7.156308174133301,-2.6716159858608535e-05,0.0642004578178371,0.012911269150208682,4.96875,0.025354329496622086,dense_bf16,real_kernel_forward,runtime_kernel,NVFP4Linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8108100406444322,global_coef_final_layer_type,dense_zero,dense_bf16,output_rel_mse,0.0,,,,,fresh,self_attn.q_proj,2.4195008516311645,2.4195008516311645,True,,0.0,0.0
1,model.layers.0.self_attn.q_proj,0,layers_00_07,q_proj,attention,4096,4096,16777216,-3.0185713058017427e-06,0.013479271903634071,0.007290542125701904,0.7734375,0.01427382230758667,0.7678268551826477,3.3519811630249023,0.6854398846626282,7.156308174133301,-2.6716159858608535e-05,0.0642004578178371,0.012911269150208682,4.96875,0.025354329496622086,dense_nvfp4,real_kernel_forward,runtime_kernel,NVFP4Linear,1.4041881968296366e-06,0.007728450069984084,0.08791160372774509,0.033203125,0.0002912294314683095,0.0004429931656621084,0.021047402824626804,0.3125,0.8108100406444322,global_coef_final_layer_type,final_layer_type,dense_nvfp4,output_rel_mse,0.00018081339933205838,0.14330798626507588,1.615926784247237,1.7625502683583865,/root/wja/project/my/cospaq/fake/artifacts/results/main/003_llama2_7b_arc_easy_accuracy/prepared/dense_nvfp4/model.pt,fresh,self_attn.q_proj,1.9969632029533386,1.9969632029533386,True,,0.42253764867782584,0.00018081339933205838
1,model.layers.0.self_attn.q_proj,0,layers_00_07,q_proj,attention,4096,4096,16777216,-3.0185713058017427e-06,0.013479271903634071,0.007290542125701904,0.7734375,0.01427382230758667,0.7678268551826477,3.3519811630249023,0.6854398846626282,7.156308174133301,-2.6716159858608535e-05,0.0642004578178371,0.012911269150208682,4.96875,0.025354329496622086,sparse_bf16,,,,1.377384705847362e-05,0.0758092750696477,0.27533484172848105,0.1240234375,4.7624039147819985e-06,7.244159272413601e-06,0.002691497589152478,0.0625,0.8108100406444322,global_coef_final_layer_type,final_layer_type,sparse_bf16,output_rel_mse,3.443975818880902e-06,0.0630026318050003,3.889475029877151,1.9400924425562593,/root/wja/project/my/cospaq/fake/artifacts/results/main/003_llama2_7b_arc_easy_accuracy/prepared/sparse_bf16/model.pt,fresh,self_attn.q_proj,1.2946943998336793,1.2946943998336793,True,,1.1248064517974852,3.443975818880902e-06
1,model.layers.0.self_attn.q_proj,0,layers_00_07,q_proj,attention,4096,4096,16777216,-3.0185713058017427e-06,0.013479271903634071,0.007290542125701904,0.7734375,0.01427382230758667,0.7678268551826477,3.3519811630249023,0.6854398846626282,7.156308174133301,-2.6716159858608535e-05,0.0642004578178371,0.012911269150208682,4.96875,0.025354329496622086,sparse_nvfp4,real_kernel_forward,runtime_kernel,PaddedSparseNVFP4Linear,2.451466571073979e-05,0.13492519760212004,0.36732165414268736,0.1376953125,0.0003467231331342191,0.000527405412224369,0.02296530888589067,0.359375,0.8108100406444322,global_coef_final_layer_type,final_layer_type,sparse_nvfp4,output_rel_mse,0.00038261398150951393,0.06428408849860567,5.367274870019428,2.102610972519196,/root/wja/project/my/cospaq/fake/artifacts/results/main/003_llama2_7b_arc_easy_accuracy/prepared/sparse_nvfp4/model.pt,fresh,self_attn.q_proj,1.837494397163391,1.837494397163391,True,,0.5820064544677734,0.00038261398150951393
2,model.layers.0.self_attn.k_proj,0,layers_00_07,k_proj,attention,4096,4096,16777216,8.61367425386561e-06,0.015102141536772251,0.0092847291380167,0.81640625,0.00949704647064209,0.8915396332740784,3.235579490661621,0.8180683255195618,5.607005596160889,-2.6716159858608535e-05,0.0642004578178371,0.012911269150208682,4.96875,0.02044830098748207,dense_bf16,real_kernel_forward,runtime_kernel,NVFP4Linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.643411902707764,global_coef_final_layer_type,dense_zero,dense_bf16,output_rel_mse,0.0,,,,,fresh,self_attn.k_proj,2.4174304008483887,2.4174304008483887,True,,0.0,0.0
2,model.layers.0.self_attn.k_proj,0,layers_00_07,k_proj,attention,4096,4096,16777216,8.61367425386561e-06,0.015102141536772251,0.0092847291380167,0.81640625,0.00949704647064209,0.8915396332740784,3.235579490661621,0.8180683255195618,5.607005596160889,-2.6716159858608535e-05,0.0642004578178371,0.012911269150208682,4.96875,0.02044830098748207,dense_nvfp4,real_kernel_forward,runtime_kernel,NVFP4Linear,1.776642875483958e-06,0.007789740174550455,0.08825950472640584,0.037109375,0.00023451460151591164,0.0005664892940252202,0.02380103556623577,0.25,0.643411902707764,global_coef_final_layer_type,final_layer_type,dense_nvfp4,output_rel_mse,0.00026045495239926993,0.14330798626507588,1.615926784247237,1.985403760547227,/root/wja/project/my/cospaq/fake/artifacts/results/main/003_llama2_7b_arc_easy_accuracy/prepared/dense_nvfp4/model.pt,fresh,self_attn.k_proj,1.9954848289489746,1.9954848289489746,True,,0.42194557189941406,0.00026045495239926993
2,model.layers.0.self_attn.k_proj,0,layers_00_07,k_proj,attention,4096,4096,16777216,8.61367425386561e-06,0.015102141536772251,0.0092847291380167,0.81640625,0.00949704647064209,0.8915396332740784,3.235579490661621,0.8180683255195618,5.607005596160889,-2.6716159858608535e-05,0.0642004578178371,0.012911269150208682,4.96875,0.02044830098748207,sparse_bf16,,,,2.1304822439560667e-05,0.09341158741533943,0.30563309280138407,0.11181640625,5.676237467611145e-06,1.3711418116233457e-05,0.0037028932088616134,0.0625,0.643411902707764,global_coef_final_layer_type,final_layer_type,sparse_bf16,output_rel_mse,9.301827391579625e-06,0.0630026318050003,3.889475029877151,2.7684470569662216,/root/wja/project/my/cospaq/fake/artifacts/results/main/003_llama2_7b_arc_easy_accuracy/prepared/sparse_bf16/model.pt,fresh,self_attn.k_proj,1.2990015983581542,1.2990015983581542,True,,1.1184288024902345,9.301827391579625e-06
2,model.layers.0.self_attn.k_proj,0,layers_00_07,k_proj,attention,4096,4096,16777216,8.61367425386561e-06,0.015102141536772251,0.0092847291380167,0.81640625,0.00949704647064209,0.8915396332740784,3.235579490661621,0.8180683255195618,5.607005596160889,-2.6716159858608535e-05,0.0642004578178371,0.012911269150208682,4.96875,0.02044830098748207,sparse_nvfp4,real_kernel_forward,runtime_kernel,PaddedSparseNVFP4Linear,3.7511344999074936e-05,0.16446953699747902,0.4055484397670382,0.130859375,0.00033536375781295646,0.0008100987195554928,0.028462233214480777,0.28125,0.643411902707764,global_coef_final_layer_type,final_layer_type,sparse_nvfp4,output_rel_mse,0.0006660778258087076,0.06428408849860567,5.367274870019428,2.3830310598121747,/root/wja/project/my/cospaq/fake/artifacts/results/main/003_llama2_7b_arc_easy_accuracy/prepared/sparse_nvfp4/model.pt,fresh,self_attn.k_proj,1.83166401386261,1.83166401386261,True,,0.5857663869857788,0.0006660778258087076
3,model.layers.0.self_attn.v_proj,0,layers_00_07,v_proj,attention,4096,4096,16777216,4.799626367457677e-07,0.011053633876144886,0.008046726696193218,0.134765625,0.00255662202835083,0.6547608971595764,1.816826343536377,0.7004428505897522,0.8215903639793396,-2.6716159858608535e-05,0.0642004578178371,0.012911269150208682,4.96875,0.02311834692955017,dense_bf16,real_kernel_forward,runtime_kernel,NVFP4Linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03160478879545666,global_coef_final_layer_type,dense_zero,dense_bf16,output_rel_mse,0.0,,,,,fresh,self_attn.v_proj,2.4191904067993164,2.4191904067993164,True,,0.0,0.0
3,model.layers.0.self_attn.v_proj,0,layers_00_07,v_proj,attention,4096,4096,16777216,4.799626367457677e-07,0.011053633876144886,0.008046726696193218,0.134765625,0.00255662202835083,0.6547608971595764,1.816826343536377,0.7004428505897522,0.8215903639793396,-2.6716159858608535e-05,0.0642004578178371,0.012911269150208682,4.96875,0.02311834692955017,dense_nvfp4,real_kernel_forward,runtime_kernel,NVFP4Linear,9.667986660133465e-07,0.007912722251626573,0.08895348363963365,0.0146484375,1.249481291409893e-05,0.012509039760178146,0.11184381860513412,0.0625,0.03160478879545666,global_coef_final_layer_type,final_layer_type,dense_nvfp4,output_rel_mse,0.001889799929116624,0.14330798626507588,1.615926784247237,0.6523787142686472,/root/wja/project/my/cospaq/fake/artifacts/results/main/003_llama2_7b_arc_easy_accuracy/prepared/dense_nvfp4/model.pt,fresh,self_attn.v_proj,1.9968416094779968,1.9968416094779968,True,,0.4223487973213196,0.001889799929116624
