module_name,from_method,to_method,latency_delta_ms,quality_delta
model.language_model.layers.0.self_attn.q_proj,dense_bf16,sparse_bf16,-0.656825,6.784583510889699e-08
model.language_model.layers.0.mlp.up_proj,sparse_bf16,dense_bf16,1.7675597044463196,-0.0003146987363584267
model.language_model.layers.1.mlp.up_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.0003248021047107186
model.language_model.layers.10.mlp.up_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.00039511816421848643
model.language_model.layers.12.mlp.gate_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.00031810697600779354
model.language_model.layers.13.mlp.gate_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.0003169738815331
model.language_model.layers.14.mlp.gate_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.00034201127597772177
model.language_model.layers.15.mlp.gate_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.0003487482770712308
model.language_model.layers.16.mlp.gate_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.00037096695383445144
model.language_model.layers.17.mlp.gate_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.00036840671814479856
model.language_model.layers.18.mlp.gate_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.00036363183587777086
model.language_model.layers.19.mlp.gate_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.00038423960605570934
model.language_model.layers.21.mlp.gate_proj,dense_nvfp4,dense_bf16,2.1579862302653066,-0.00035489158731054793
model.language_model.layers.22.mlp.gate_proj,dense_nvfp4,dense_bf16,2.1579862302653066,-0.0003758307954910065
model.language_model.layers.23.mlp.gate_proj,dense_nvfp4,dense_bf16,2.1579862302653066,-0.00039343605737186935
