module_name,from_method,to_method,latency_delta_ms,quality_delta
model.language_model.layers.3.mlp.gate_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.00040510881815659206
model.language_model.layers.3.mlp.up_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.0004877761520246018
model.language_model.layers.4.mlp.up_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.0004675243894033194
model.language_model.layers.5.mlp.up_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.00045734166008930347
model.language_model.layers.5.mlp.down_proj,dense_bf16,dense_nvfp4,-1.4361588540551216,0.0003148631242743292
model.language_model.layers.6.mlp.up_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.000446447134595534
model.language_model.layers.21.mlp.up_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.0004652358990738757
model.language_model.layers.22.mlp.up_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.00047009516014415197
model.language_model.layers.24.mlp.gate_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.00040614311938842957
model.language_model.layers.25.mlp.up_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.0005177975524878757
model.language_model.layers.26.mlp.up_proj,dense_bf16,dense_nvfp4,-2.1579862302653066,0.00048612011689623194
