module_name,from_method,to_method,latency_delta_ms,quality_delta
model.language_model.layers.1.self_attn.o_proj,dense_bf16,sparse_bf16,-0.656825,0.0001975689815759616
model.language_model.layers.3.self_attn.q_proj,dense_bf16,sparse_bf16,-0.656825,0.00021483778122654922
model.language_model.layers.3.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.4618466160738095,0.00019069609781965485
model.language_model.layers.11.mlp.down_proj,dense_bf16,sparse_bf16,-1.898005470128931,0.0005787731655869621
model.language_model.layers.12.mlp.down_proj,dense_bf16,dense_nvfp4,-1.4361588540551216,0.0004216689303075629
model.language_model.layers.13.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00011417591844951556
model.language_model.layers.13.mlp.down_proj,dense_bf16,sparse_bf16,-1.898005470128931,0.0005955479420678251
model.language_model.layers.14.mlp.down_proj,dense_bf16,sparse_bf16,-1.898005470128931,0.0006235045045359753
model.language_model.layers.15.mlp.down_proj,dense_bf16,sparse_bf16,-1.898005470128931,0.000538864652185631
model.language_model.layers.17.mlp.down_proj,dense_bf16,dense_nvfp4,-1.4361588540551216,0.00044860765020024305
model.language_model.layers.18.mlp.down_proj,dense_bf16,dense_nvfp4,-1.4361588540551216,0.0004621974484163991
model.language_model.layers.21.mlp.down_proj,dense_bf16,dense_nvfp4,-1.4361588540551216,0.0004418799665510862
model.language_model.layers.22.mlp.down_proj,dense_bf16,dense_nvfp4,-1.4361588540551216,0.00043660073505975703
model.language_model.layers.23.mlp.down_proj,dense_bf16,dense_nvfp4,-1.4361588540551216,0.00045551516649436493
model.language_model.layers.24.mlp.down_proj,dense_bf16,dense_nvfp4,-1.4361588540551216,0.0004558391414025771
model.language_model.layers.25.mlp.down_proj,dense_bf16,dense_nvfp4,-1.4361588540551216,0.00047842805854217467
model.language_model.layers.28.mlp.down_proj,dense_bf16,sparse_bf16,-1.898005470128931,0.0006841124066507233
model.language_model.layers.29.mlp.down_proj,dense_bf16,sparse_bf16,-1.898005470128931,0.0006353062548152232
