timestamp,model,model_variant,method,task,dtype_arg,runtime_dtype,device,num_samples,batch_size,num_workers,top1,top5,elapsed_sec,images_per_sec,model_path,dataset_root,csv,zip,torch_version,cuda_version,checkpoint_path,compression_method,sparsity,nvfp4_group_size,calib_samples,nvfp4_scale_rule,activation_quant,activation_quant_modules,activation_group_size,activation_scale_rule,int4_group_size,int4_scale_precision,sparsegpt_block_size,sparsegpt_percdamp,hessian_algo
2026-05-11T11:57:17,timm/maxvit_large_tf_512.in21k_ft_in1k,large,nvfp4_semi_structured_sparse,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,16,8,0.629360,0.858540,833.351,59.999,/data/home/scxj523/run/wja/data/models/timm/maxvit_large_tf_512.in21k_ft_in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_large/nvfp4_semi_structured_sparse/model.pt,nvfp4_semi_structured_sparse,0.5,32,128,,,,,,,,,,
2026-05-11T11:57:18,timm/maxvit_large_tf_512.in21k_ft_in1k,large,nvfp4,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,16,8,0.879300,0.985060,836.729,59.757,/data/home/scxj523/run/wja/data/models/timm/maxvit_large_tf_512.in21k_ft_in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_large/nvfp4/model.pt,nvfp4,0.5,16,128,,,,,,,,,,
2026-05-11T11:57:22,timm/maxvit_large_tf_512.in21k_ft_in1k,large,nvfp4_unstructured_sparse,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,16,8,0.852840,0.979060,823.011,60.753,/data/home/scxj523/run/wja/data/models/timm/maxvit_large_tf_512.in21k_ft_in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_large/nvfp4_unstructured_sparse/model.pt,nvfp4_unstructured_sparse,0.5,16,128,,,,,,,,,,
2026-05-11T11:57:25,timm/maxvit_large_tf_512.in21k_ft_in1k,large,unstructured_sparse,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,16,8,0.855500,0.979680,825.301,60.584,/data/home/scxj523/run/wja/data/models/timm/maxvit_large_tf_512.in21k_ft_in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_large/unstructured_sparse/model.pt,unstructured_sparse,0.5,16,128,,,,,,,,,,
2026-05-11T11:57:26,timm/maxvit_large_tf_512.in21k_ft_in1k,large,semi_structured_sparse,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,16,8,0.812040,0.965060,827.452,60.426,/data/home/scxj523/run/wja/data/models/timm/maxvit_large_tf_512.in21k_ft_in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_large/semi_structured_sparse/model.pt,semi_structured_sparse,0.5,16,128,,,,,,,,,,
2026-05-18T12:58:56,timm/maxvit_large_tf_512.in21k_ft_in1k,large,nvfp4_semi_structured_sparse,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,16,8,0.670400,0.887280,815.829,61.287,/data/home/scxj523/run/wja/data/models/timm/maxvit_large_tf_512.in21k_ft_in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_large/nvfp4_semi_structured_sparse_seed3/model.pt,nvfp4_semi_structured_sparse,0.5,32,128,static_6,False,0,,,,,,,
2026-05-18T12:59:04,timm/maxvit_large_tf_512.in21k_ft_in1k,large,nvfp4_unstructured_sparse,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,16,8,0.865600,0.981960,823.809,60.694,/data/home/scxj523/run/wja/data/models/timm/maxvit_large_tf_512.in21k_ft_in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_large/nvfp4_unstructured_sparse_seed3/model.pt,nvfp4_unstructured_sparse,0.5,16,128,static_6,False,0,,,,,,,
2026-05-18T12:59:05,timm/maxvit_large_tf_512.in21k_ft_in1k,large,nvfp4_semi_structured_sparse,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,16,8,0.668180,0.889600,830.843,60.180,/data/home/scxj523/run/wja/data/models/timm/maxvit_large_tf_512.in21k_ft_in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_large/nvfp4_semi_structured_sparse_seed1/model.pt,nvfp4_semi_structured_sparse,0.5,32,128,static_6,False,0,,,,,,,
2026-05-18T12:59:08,timm/maxvit_large_tf_512.in21k_ft_in1k,large,nvfp4_unstructured_sparse,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,16,8,0.865980,0.981960,826.700,60.481,/data/home/scxj523/run/wja/data/models/timm/maxvit_large_tf_512.in21k_ft_in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_large/nvfp4_unstructured_sparse_seed2/model.pt,nvfp4_unstructured_sparse,0.5,16,128,static_6,False,0,,,,,,,
2026-05-18T12:59:15,timm/maxvit_large_tf_512.in21k_ft_in1k,large,nvfp4_semi_structured_sparse,imagenet_accuracy,auto,float32,NVIDIA GeForce RTX 5090,50000,16,8,0.662720,0.884980,833.786,59.967,/data/home/scxj523/run/wja/data/models/timm/maxvit_large_tf_512.in21k_ft_in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_large/nvfp4_semi_structured_sparse_seed2/model.pt,nvfp4_semi_structured_sparse,0.5,32,128,static_6,False,0,,,,,,,
